Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Foot_leg.SD,Hand_arm.SD,Head.SD,Mouth.SD,Torso.SD,Max_strength.perceptual,Minkowski3.perceptual,Exclusivity.perceptual,Dominant.perceptual,Max_strength.action,Minkowski3.action,Exclusivity.action,Dominant.action,Max_strength.sensorimotor,Minkowski3.sensorimotor,Exclusivity.sensorimotor,Dominant.sensorimotor,N_known.perceptual,List_N.perceptual,Percent_known.perceptual,N_known.action,List_N.action,Percent_known.action,Mean_age.perceptual,Mean_age.action,List#.perceptual,List#.action
SALES STAFF,3.243243243,0.027027027,0.810810811,0.189189189,0.243243243,3.918918919,0.769230769,1.256410256,3.102564103,2.307692308,0.564102564,1.920726214,0.164398987,1.468896748,0.739287864,0.76031446,1.421626189,1.366161323,1.617632264,1.774006346,2.028142087,1.119089663,3.918918919,4.560582408,0.461538462,Visual,3.102564103,3.550888292,0.317307692,Head,3.918918919,5.18788624,0.236842105,Visual,37,37,1,39,39,1,33.48648649,35.41025641,PN_Sample_392.csv,MN_sample_392.csv
SALES TAX,0.7,0.1,0,0.65,0.05,3.5,0.3,1.55,2.3,0.85,0.3,1.341640786,0.447213595,0,1.496487115,0.223606798,1.849608778,1.128576187,1.791059669,2.226633049,1.631111988,1.128576187,3.5,3.516756385,0.7,Visual,2.3,2.548852489,0.377358491,Head,3.5,3.916014579,0.339805825,Visual,20,20,1,20,20,1,39.45,36.55,PN_Sample_793.csv,MN_sample_793.csv
SALESCLERK,2.75,0,0.2,0.2,0.3,4.05,0.95,1.35,2.85,2.6,0.9,1.943274502,0,0.410391341,0.695852374,0.571240571,1.538112309,1.571958216,1.460893742,1.954078057,2.01049876,1.372665482,4.05,4.43562673,0.54,Visual,2.85,3.550872628,0.225433526,Head,4.05,5.092181728,0.250773994,Visual,20,20,1,20,20,1,38.75,39,PN_Sample_195.csv,MN_sample_195.csv
SALESGIRL,3.6,0.1,0.95,0.05,0.45,3.95,0.380952381,1.047619048,1.904761905,2.285714286,0.333333333,1.569445091,0.447213595,1.571958216,0.223606798,1.145931017,1.431782106,0.920662287,1.465475707,2.142539659,2.10102016,0.795822426,3.95,4.780293919,0.428571429,Visual,2.285714286,2.718685307,0.328,Mouth,3.95,5.057079014,0.259095223,Visual,20,20,1,21,21,1,35.65,32,PN_Sample_468.csv,MN_sample_468.csv
SALESLADY,3.590909091,0.045454545,1.045454545,0.181818182,0.454545455,3.818181818,1.368421053,1.631578947,3.315789474,2.631578947,1.157894737,1.708775415,0.213200716,1.863873916,0.664498639,1.14339814,1.500360707,1.920952493,2.005839428,2.05622717,2.113725682,1.607729866,3.818181818,4.69072447,0.412935323,Visual,3.315789474,3.981955706,0.213541667,Head,3.818181818,5.499694728,0.196071118,Visual,22,22,1,19,20,0.95,35.63636364,34.42105263,PN_Sample_561.csv,MN_sample_561.csv
SALESMAN,3.222222222,0,0.222222222,0.222222222,0,4.555555556,1.55,1.95,3.35,2.95,1.15,1.733936547,0,0.548318881,0.548318881,0,1.041617646,1.904979624,1.761428846,1.87153188,1.932410548,1.496487115,4.555555556,5.039936229,0.554054054,Visual,3.35,4.234473914,0.200913242,Head,4.555555556,5.886251425,0.237612286,Visual,18,18,1,20,20,1,35.94444444,35.35,PN_Sample_142.csv,MN_sample_142.csv
SALESMANSHIP,2.833333333,0,0.111111111,0.444444444,0,2.944444444,0.166666667,0.555555556,2.222222222,2.055555556,0.166666667,1.977818168,0,0.471404521,1.041617646,0,1.513555309,0.514495755,1.381483526,2.365326878,2.412521801,0.514495755,2.944444444,3.643357906,0.464912281,Visual,2.222222222,2.707160717,0.397849462,Head,2.944444444,4.08569595,0.256038647,Visual,18,18,1,18,19,0.947368421,42.77777778,36.16666667,PN_Sample_751.csv,MN_sample_751.csv
SALESPEOPLE,3.470588235,0,0.176470588,0.470588235,0.058823529,3.823529412,0.705882353,1.470588235,3,2.764705882,0.411764706,1.545867356,0,0.392952624,1.280510009,0.242535625,1.42457424,1.531531337,2.065116433,1.837117307,2.13686136,1.227743027,3.823529412,4.607465921,0.477941176,Visual,3,3.726140056,0.309859155,Head,3.823529412,5.307913667,0.23381295,Visual,17,17,1,17,17,1,35.88235294,40.35294118,PN_Sample_598.csv,MN_sample_598.csv
SALESPERSON,3,0.052631579,0.947368421,0.263157895,0.368421053,4.263157895,1.35,1.95,3.1,2.8,1.05,1.972026594,0.229415734,1.649029486,0.805681579,0.830697586,1.097578408,1.899445903,2.038446261,1.774082417,2.117595459,1.637552731,4.263157895,4.723669271,0.473372781,Visual,3.1,3.97433305,0.2,Head,4.263157895,5.519767438,0.219931271,Visual,19,19,1,20,20,1,35.52631579,34,PN_Sample_176.csv,MN_sample_176.csv
SALESROOM,2,0.470588235,1.117647059,0.529411765,0.941176471,4.529411765,1,0.952380952,2.666666667,1.095238095,0.476190476,2.121320344,1.374665735,1.495090003,1.504893977,1.819017188,1.23073388,1.516575089,1.321975434,2.033060091,1.640267109,0.92838826,4.529411765,4.693697029,0.423312883,Visual,2.666666667,2.812552877,0.353846154,Head,4.529411765,5.008710567,0.257234156,Visual,17,17,1,21,21,1,34,40.33333333,PN_Sample_475.csv,MN_sample_475.csv
SALESWOMAN,3.45,0,0.85,0.3,0.3,4.15,0.954545455,1.409090909,2.409090909,2.181818182,1.090909091,1.848897253,0,1.496487115,1.128576187,0.571240571,1.598519051,1.361975901,1.708775415,1.967814618,1.991323169,1.508991808,4.15,4.837511712,0.458563536,Visual,2.409090909,3.084055408,0.18079096,Head,4.15,5.223693685,0.242754587,Visual,20,20,1,22,22,1,39,38.72727273,PN_Sample_165.csv,MN_sample_165.csv
SALIENT,1.230769231,0.461538462,0.692307692,1.153846154,0.384615385,1.923076923,0.333333333,0.933333333,2.933333333,1.6,0.266666667,1.535895296,0.967417922,0.947330933,1.344504484,0.960768923,1.891275516,1.046536237,1.624221425,2.153623746,2.028370211,1.032795559,1.923076923,2.223949415,0.263157895,Visual,2.933333333,3.114285121,0.43956044,Head,2.933333333,3.453934755,0.223848472,Head,13,19,0.684210526,15,20,0.75,41.69230769,42.66666667,PN_Sample_281.csv,MN_sample_281.csv
SALINE,0.363636364,2.212121212,0.787878788,0.696969697,1.303030303,2.121212121,0.384615385,1.282051282,2.358974359,2.051282051,0.743589744,1.025249415,1.948678651,1.340652261,1.31064985,1.648576061,1.81586026,1.016065285,1.605069566,2.045369346,2.03842971,1.351761983,2.212121212,2.862602589,0.246963563,Gustatory,2.358974359,2.897807342,0.289473684,Head,2.358974359,3.628966398,0.139481832,Head,33,34,0.970588235,39,45,0.866666667,36.18181818,39.25641026,PN_Sample_340.csv,MN_sample_340.csv
SALIVA,0.263157895,2.947368421,1.421052632,1.421052632,0.736842105,2.473684211,0.05,0.45,1.45,4.65,0.1,0.733492806,1.71508614,1.216360211,1.923994383,1.367971136,1.678902454,0.223606798,0.887041208,1.848897253,1.136708082,0.307793506,2.947368421,3.606215859,0.289772727,Gustatory,4.65,4.697924238,0.686567164,Mouth,4.65,5.320174563,0.288163534,Mouth,19,19,1,20,20,1,37.36842105,36.05,PN_Sample_551.csv,MN_sample_551.csv
SALIVATE,0.5625,3.75,1,3.1875,1.625,2.125,0,0,1.421052632,4.421052632,0.052631579,0.727438428,1.732050808,1.316561177,1.682012683,1.927865832,1.62788206,0,0,2.142578651,1.57465303,0.229415734,3.75,4.644442744,0.260204082,Gustatory,4.421052632,4.469462417,0.75,Mouth,4.421052632,5.743516048,0.243654822,Mouth,16,17,0.941176471,19,19,1,32.125,33.89473684,PN_Sample_283.csv,MN_sample_283.csv
SALIVATION,0.677419355,2.322580645,1.193548387,2.612903226,0.677419355,1.35483871,0.466666667,0.666666667,1.1,3.833333333,0.566666667,1.248655191,2.022986188,1.778001778,1.782833313,1.300950852,1.450250256,1.27936766,1.582955188,1.918152847,1.895245109,1.406471087,2.612903226,3.276564864,0.218978102,Interoceptive,3.833333333,3.876199395,0.507537688,Mouth,3.833333333,4.537406563,0.217596775,Mouth,31,34,0.911764706,30,36,0.833333333,34.93548387,39.13333333,PN_Sample_431.csv,MN_sample_431.csv
SALMON,0.1875,4.375,2.5,0.25,3.0625,3.875,0.05,1.75,1.7,3.4,0.2,0.543905629,0.885061203,2.097617696,1,1.806239187,1.668332501,0.223606798,1.831737743,2.028740859,2.036508881,0.523148364,4.375,5.711292872,0.293859649,Gustatory,3.4,3.673798333,0.471830986,Mouth,4.375,6.178702493,0.202576112,Gustatory,16,16,1,20,20,1,35.6875,35.85,PN_Sample_734.csv,MN_sample_734.csv
SALMONELLA,0.529411765,0.588235294,0.176470588,2.647058824,0.411764706,0.294117647,0,0.45,1.45,1.7,1.8,0.874474632,1.121317502,0.52859414,2.177761938,1.064120736,0.469668218,0,1.234376041,2.114486375,2.079979757,2.092593455,2.647058824,2.668420706,0.53164557,Interoceptive,1.8,2.403510488,0.333333333,Torso,2.647058824,3.203809171,0.263466042,Interoceptive,17,17,1,20,21,0.952380952,40.52941176,35.65,PN_Sample_752.csv,MN_sample_752.csv
SALON,1.578947368,0.263157895,0.947368421,0.105263158,1.105263158,3.842105263,0.666666667,1.333333333,2.5,1.055555556,0.555555556,1.773752753,1.147078669,1.614988277,0.315301768,1.629408101,1.772103518,1.495090003,1.84709629,2.202939213,1.661757476,1.338226316,3.842105263,3.976372716,0.476510067,Visual,2.5,2.697997226,0.318181818,Head,3.842105263,4.353501527,0.267812238,Visual,19,19,1,18,19,0.947368421,38.31578947,33.38888889,PN_Sample_792.csv,MN_sample_792.csv
SALOON,2.117647059,0.470588235,1.294117647,0.411764706,1.176470588,4.411764706,0.9,1.25,2.05,1.6,0.75,1.576481563,1.178857872,1.794599742,1.064120736,1.776066374,0.795206226,1.333771858,1.585294261,1.848897253,1.902906364,1.332784975,4.411764706,4.631280709,0.404761905,Visual,2.05,2.510099148,0.198473282,Head,4.411764706,4.865062579,0.24342223,Visual,17,17,1,20,20,1,38,38.2,PN_Sample_429.csv,MN_sample_429.csv
SALOONKEEPER,2.105263158,0,0.526315789,0.210526316,0.157894737,3.315789474,0.45,1.05,1.75,1.1,0.4,1.760515608,0,0.964274111,0.713282504,0.374634325,1.857496271,1.234376041,1.605090586,2.124419425,1.860956178,1.187655807,3.315789474,3.581623992,0.525,Visual,1.75,2.000260383,0.284210526,Head,3.315789474,3.778556659,0.299643282,Visual,19,19,1,20,21,0.952380952,35.63157895,33.25,PN_Sample_683.csv,MN_sample_683.csv
SALSA,1.055555556,4,1.388888889,0.666666667,1.888888889,3.055555556,1.2,1.85,1.6,3.2,1.4,1.731107168,1.644956642,1.377930626,1.45521375,1.711170528,1.830211245,2.041671142,1.926955603,2.137386501,2.19089023,1.95744194,4,4.693894225,0.276497696,Gustatory,3.2,3.62583334,0.216216216,Mouth,4,5.32609089,0.156453716,Gustatory,18,18,1,20,20,1,43.94444444,35.05,PN_Sample_427.csv,MN_sample_427.csv
SALT,0.4375,4.5,2.1875,1,0.875,3.25,0.210526316,1.473684211,1.578947368,3.473684211,0.263157895,0.963932916,0.894427191,1.682012683,1.549193338,1.360147051,1.527525232,0.535303379,1.540866317,1.538967528,2.03765718,0.561951487,4.5,5.163580788,0.331632653,Gustatory,3.473684211,3.661286225,0.466165414,Mouth,4.5,5.715969578,0.222829802,Gustatory,16,16,1,19,19,1,35.75,37.57894737,PN_Sample_690.csv,MN_sample_690.csv
SALT SHAKER,1.7,0.15,3.05,0,0.15,4.3,0.095238095,3.19047619,1.714285714,0.619047619,0.19047619,1.719853115,0.366347549,1.986136159,0,0.489360485,1.174285897,0.43643578,1.9136104,1.95301964,1.283596139,0.601585208,4.3,4.831725254,0.459893048,Visual,3.19047619,3.354859074,0.532786885,Hand_arm,4.3,5.319880011,0.283650071,Visual,20,20,1,21,21,1,35.52631579,37.95238095,PN_Sample_635.csv,MN_sample_635.csv
SALTED,0.789473684,4.210526316,0.947368421,0.789473684,1.315789474,2.526315789,0.181818182,1.227272727,1.090909091,3.272727273,0.318181818,1.652571981,1.512134157,1.35292622,1.618605276,1.634782744,1.71167303,0.501081082,1.631003728,1.715728109,1.956231026,0.779887882,4.210526316,4.561020505,0.323383085,Gustatory,3.272727273,3.36899008,0.507462687,Mouth,4.210526316,5.10601424,0.241676234,Gustatory,19,19,1,22,22,1,34.84210526,31.45454545,PN_Sample_773.csv,MN_sample_773.csv
SALTIER,0,4.444444444,0.611111111,0.777777778,1.055555556,1,0.0625,0.3125,0.6875,4.3125,0.0625,0,1.041617646,1.144752164,1.437135859,1.349170648,1.371988681,0.25,0.793200269,1.138346754,1.400892573,0.25,4.444444444,4.49243707,0.563380282,Gustatory,4.3125,4.318870547,0.781609195,Mouth,4.444444444,5.552928934,0.333507035,Gustatory,18,20,0.9,16,18,0.888888889,35.38888889,39.375,PN_Sample_034.csv,MN_sample_034.csv
SALTINE,0.833333333,3.777777778,2.333333333,0.833333333,1.444444444,2.555555556,0.055555556,2.111111111,1.333333333,4.611111111,0.555555556,1.42457424,1.628985811,1.495090003,1.248528546,1.423426777,1.885618083,0.23570226,2.025975114,1.714985851,0.777544316,0.983524408,3.777777778,4.439177789,0.25,Gustatory,4.611111111,4.791330229,0.525641026,Mouth,4.611111111,5.823306871,0.222826087,Mouth,18,19,0.947368421,18,19,0.947368421,35,41.22222222,PN_Sample_109.csv,MN_sample_109.csv
SALTINESS,0.352941176,4.647058824,0.705882353,1,1.294117647,0.764705882,0.315789474,0.368421053,1.631578947,2.684210526,0.578947368,0.785905248,0.996316746,1.311711948,1.5,1.403776419,1.30045241,0.749268649,0.830697586,1.891810606,2.262069642,1.346426937,4.647058824,4.708151479,0.489932886,Gustatory,2.684210526,2.88283938,0.424528302,Mouth,4.647058824,5.043916217,0.30196417,Gustatory,17,17,1,19,19,1,39.23529412,35.31578947,PN_Sample_644.csv,MN_sample_644.csv
SALTING,0.789473684,2.736842105,1.736842105,0.736842105,0.684210526,3.210526316,0.375,2.5625,1.6875,1.6875,0.25,1.272746259,1.967573386,1.790161547,1.446916463,1.204280863,1.781976037,0.885061203,2.25,1.990602924,1.851800925,0.577350269,3.210526316,3.915825022,0.255319149,Visual,2.5625,2.981576543,0.352380952,Hand_arm,3.210526316,4.423388626,0.179892065,Visual,19,19,1,16,17,0.941176471,42.63157895,36.5625,PN_Sample_777.csv,MN_sample_777.csv
SALTSHAKER,1.1,0.65,3.75,0.05,0.05,4.35,0.1,3.65,1,0.85,0.4,1.333771858,1.348488433,1.681947493,0.223606798,0.223606798,1.348488433,0.307793506,1.725200217,1.654340384,1.308876577,1.046296728,4.35,5.150782236,0.432160804,Visual,3.65,3.691537758,0.591666667,Hand_arm,4.35,5.718064929,0.269592476,Visual,20,20,1,20,20,1,40.5,39.05,PN_Sample_480.csv,MN_sample_480.csv
SALTWATER,1.227272727,3.545454545,1.818181818,0.727272727,2.727272727,3.090909091,1.1,1.3,2.1,1.95,1,1.571526955,1.818614667,1.816232722,1.2024506,1.548634366,1.715728109,1.682729612,1.838191331,2.125038699,2.139232523,1.716790151,3.545454545,4.681869596,0.214532872,Gustatory,2.1,2.767823624,0.147651007,Head,3.545454545,4.9843511,0.136895562,Gustatory,22,22,1,20,20,1,36.09090909,37.75,PN_Sample_357.csv,MN_sample_357.csv
SALTY,0.210526316,4.684210526,0.736842105,0.263157895,0.526315789,1.421052632,0.142857143,0.476190476,1.19047619,4.19047619,0.476190476,0.713282504,0.671038298,0.87191394,0.653376296,0.696692268,1.464991068,0.358568583,0.74960307,1.631534481,1.691716513,1.030487633,4.684210526,4.735943083,0.570469799,Gustatory,4.19047619,4.22634983,0.625,Mouth,4.684210526,5.664085357,0.317171364,Gustatory,19,19,1,21,21,1,39.84210526,42.80952381,PN_Sample_290.csv,MN_sample_290.csv
SALUTARY,1.428571429,0,0.142857143,0.642857143,0,2.357142857,0.307692308,1.923076923,2.307692308,1.230769231,0.461538462,1.949922512,0,0.36313652,1.392681026,0,2.023216892,0.630425172,2.019139192,2.056883378,2.006400016,0.967417922,2.357142857,2.534488029,0.515625,Visual,2.307692308,2.77603975,0.320987654,Head,2.357142857,3.352330028,0.218209563,Visual,14,19,0.736842105,13,21,0.619047619,35.71428571,38.46153846,PN_Sample_243.csv,MN_sample_243.csv
SALUTATION,3.35,0,0.25,0.05,0,3.05,0.210526316,3.052631579,2.105263158,2.947368421,0.421052632,2.109502311,0,0.550119604,0.223606798,0,1.986136159,0.535303379,2.013114895,1.969058908,2.067571958,0.837707817,3.35,4.040908326,0.5,Auditory,3.052631579,3.988815527,0.325301205,Hand_arm,3.35,5.058621941,0.217013297,Auditory,20,20,1,19,20,0.95,40.65,37.31578947,PN_Sample_577.csv,MN_sample_577.csv
SALUTATORY,2.153846154,0.461538462,0.769230769,0.923076923,0.384615385,1.538461538,0.277777778,1.777777778,2.166666667,1.944444444,0.277777778,2.303842943,1.198289379,1.690850188,1.497861724,1.120897077,1.664100589,0.751903902,1.926763686,2.007339474,2.071436621,0.826442095,2.153846154,2.467857363,0.283950617,Auditory,2.166666667,2.851450962,0.293103448,Head,2.166666667,3.368290547,0.149022252,Head,13,16,0.8125,18,19,0.947368421,42.61538462,40.61111111,PN_Sample_797.csv,MN_sample_797.csv
SALUTE,1.473684211,0.105263158,0.842105263,0.684210526,0.157894737,3.263157895,0.35,4.15,1.7,0.45,0.6,1.611363158,0.458831468,1.462993806,1.249561327,0.688247202,1.593113836,0.812727701,1.814415956,2.028740859,1.145931017,1.231174023,3.263157895,3.387433603,0.483870968,Visual,4.15,4.249460139,0.524137931,Hand_arm,4.15,4.871473582,0.293600764,Hand_arm,19,19,1,20,20,1,37.36842105,36.05,PN_Sample_551.csv,MN_sample_551.csv
SALVAGE,0.263157895,0.052631579,0.736842105,0.263157895,0.105263158,2.105263158,0.8,2.65,1.35,0.75,0.25,0.733492806,0.229415734,1.097578408,0.733492806,0.458831468,1.760515608,1.321880638,2.134306247,1.725200217,1.118033989,0.638666374,2.105263158,2.1376888,0.582089552,Visual,2.65,2.802866961,0.413793103,Hand_arm,2.65,3.1677797,0.278498871,Hand_arm,19,19,1,20,20,1,35.78947368,39.85,PN_Sample_413.csv,MN_sample_413.csv
SALVAGEABLE,1,0.444444444,1.666666667,1.111111111,0.555555556,3.222222222,0.736842105,2.157894737,1.947368421,0.894736842,0.894736842,1.084652289,0.855585264,1.84709629,1.604731566,1.199128224,1.699673171,1.446916463,2.141213516,2.067571958,1.594948165,1.594948165,3.222222222,3.44023844,0.347222222,Visual,2.157894737,2.680786423,0.214285714,Hand_arm,3.222222222,3.914472451,0.189848122,Visual,18,18,1,19,19,1,38.72222222,31.26315789,PN_Sample_584.csv,MN_sample_584.csv
SALVAGER,2.058823529,0.117647059,1.058823529,0.882352941,0.235294118,3.294117647,1,2.12,1.8,0.64,0.64,1.919328927,0.332105582,1.344925102,1.576481563,0.437237316,1.961017143,1.607275127,2.088061302,2.121320344,1.439907404,1.287115638,3.294117647,3.592388129,0.415384615,Visual,2.12,2.565440902,0.238709677,Hand_arm,3.294117647,3.9842105,0.229396771,Visual,17,19,0.894736842,25,25,1,38,37.36,PN_Sample_677.csv,MN_sample_677.csv
SALVAGING,1.277777778,0.166666667,2.555555556,0.388888889,0.222222222,3.277777778,0.842105263,2.105263158,1.736842105,0.368421053,0.842105263,1.808657466,0.707106781,1.756407504,1.036900863,0.942809042,1.903728711,1.50048725,2.051956704,1.939132259,0.955133866,1.462993806,3.277777778,3.78131477,0.394366197,Visual,2.105263158,2.510068739,0.294642857,Hand_arm,3.277777778,4.118950146,0.225710649,Visual,18,18,1,19,19,1,36.22222222,33.10526316,PN_sample_074.csv,MN_sample_074.csv
SALVATION,1.294117647,0.117647059,0.411764706,1.705882353,0.117647059,2.647058824,0.421052632,0.368421053,1.842105263,1.105263158,0.421052632,1.72353945,0.332105582,1.003669737,2.023755972,0.48507125,1.902011319,1.216360211,1.164785451,2.192491173,1.696229048,1.304513084,2.647058824,2.953057821,0.401869159,Visual,1.842105263,1.98322708,0.35443038,Head,2.647058824,3.225342329,0.24200237,Visual,17,18,0.944444444,19,20,0.95,35.82352941,40.36842105,PN_Sample_156.csv,MN_sample_156.csv
SALVATION ARMY,1.888888889,0,0.444444444,0.388888889,0.166666667,3.444444444,0.85,1.4,2.2,1,0.75,1.967048816,0,0.783823376,0.697802339,0.707106781,1.580105068,1.308876577,1.984147702,2.041671142,1.622214211,1.517442447,3.444444444,3.628077079,0.543859649,Visual,2.2,2.489448865,0.233870968,Head,3.444444444,3.982930866,0.274822695,Visual,18,20,0.9,20,20,1,39.375,41.1,PN_Sample_023.csv,MN_sample_023.csv
SALVE,0.222222222,0.055555556,3.277777778,0.444444444,0.888888889,2.944444444,0.833333333,2.777777778,2.055555556,0.833333333,1,0.942809042,0.23570226,2.023554111,0.921777198,1.182663439,2.099642049,1.150447483,1.733936547,1.764760348,1.58113883,1.236693885,3.277777778,3.948180609,0.411347518,Haptic,2.777777778,3.183911256,0.259259259,Hand_arm,3.277777778,4.543947798,0.210144928,Haptic,18,19,0.947368421,18,20,0.9,40.29411765,40.77777778,PN_Sample_447.csv,MN_sample_447.csv
SAMBA,3.153846154,0.230769231,1.846153846,1.923076923,0.384615385,2.692307692,4.0625,3.125,1.875,0,2.9375,1.772293892,0.59914469,1.405118847,1.441153384,0.767947648,1.931519928,1.436140662,1.668332501,2.305789814,0,2.112463017,3.153846154,4.007467843,0.285714286,Auditory,4.0625,5.059344932,0.338541667,Foot_leg,4.0625,5.787597679,0.182742215,Foot_leg,13,17,0.764705882,16,19,0.842105263,35.38461538,37.875,PN_Sample_131.csv,MN_sample_131.csv
SAME,2.666666667,1.833333333,2.277777778,1.222222222,1.944444444,3.333333333,0.52173913,0.826086957,1.739130435,0.695652174,0.347826087,2.029198625,2.148871113,2.16402554,1.926763686,2.208865086,2.057983022,1.122884484,1.466355219,1.959067294,1.22232203,0.831684799,3.333333333,4.364823449,0.158995816,Visual,1.739130435,1.851264847,0.336842105,Head,3.333333333,4.473121363,0.171499931,Visual,18,18,1,23,23,1,33.5,36.43478261,PN_Sample_675.csv,MN_sample_675.csv
SAMENESS,1.842105263,1.157894737,1.947368421,1.263157895,1.157894737,3.315789474,0.85,1.05,2.15,1.15,0.55,1.537066394,1.42451387,1.580213917,1.557851272,1.462993806,1.249561327,1.631111988,1.66938375,2.058998223,1.631111988,1.145931017,3.315789474,3.807818645,0.201970443,Visual,2.15,2.37505263,0.27826087,Head,3.315789474,4.093799393,0.168294636,Visual,19,19,1,20,21,0.952380952,36.26315789,34.3,PN_Sample_606.csv,MN_sample_606.csv
SAMPLE,2,2.6875,1.875,0.6875,1.8125,3.25,0.833333333,3.083333333,3.833333333,2.666666667,0.833333333,1.549193338,1.851800925,1.668332501,1.078192933,1.869714773,1.770122406,1.403458931,1.729862492,1.527525232,2.059714602,1.337115847,3.25,4.20984289,0.208121827,Visual,3.833333333,4.729081088,0.266666667,Head,3.833333333,5.650105829,0.133510168,Head,16,16,1,12,17,0.705882353,37.625,44.41666667,PN_sample_15.csv,MN_sample_15.csv
SAMPLER,1.0625,2.75,2.5,0.25,1.6875,3.4375,0.409090909,2.181818182,2.045454545,2.272727273,0.454545455,1.569235483,2.081665999,1.788854382,0.774596669,2.120338023,1.31497782,1.098010795,2.061815281,2.256783905,2.004324329,1.14339814,3.4375,4.36314392,0.272727273,Visual,2.272727273,3.136163131,0.25308642,Mouth,3.4375,4.847489712,0.167312854,Visual,16,16,1,22,22,1,33.125,36.31818182,PN_Sample_614.csv,MN_sample_614.csv
SAMPLING,1.8125,2.5625,1.3125,0.3125,1.5,3.125,0.1,2.3,1.95,2.45,0.7,1.939716474,2.189939116,1.815443013,1.25,1.861898673,1.927865832,0.447213595,2.028740859,2.064104241,1.986136159,1.525226472,3.125,3.892223024,0.264705882,Visual,2.45,3.259561586,0.313333333,Mouth,3.125,4.540326326,0.166896552,Visual,16,16,1,20,20,1,37.66666667,36.25,PN_Sample_691.csv,MN_sample_691.csv
SAMURAI,0.666666667,0,0.083333333,0,0.083333333,2.916666667,2.363636364,3.181818182,3.090909091,1.727272727,2.090909091,0.984731928,0,0.288675135,0,0.288675135,2.193309386,2.15743956,2.182575626,2.071450963,1.954016842,1.921173884,2.916666667,2.928275727,0.777777778,Visual,3.181818182,4.468786852,0.116788321,Hand_arm,3.181818182,4.853783116,0.196353436,Hand_arm,12,15,0.8,11,16,0.6875,28.83333333,36.27272727,PN_sample_4.csv,MN_sample_4.csv
SANATORIUM,1.157894737,0.105263158,0.684210526,0.526315789,0.368421053,3.578947368,0.8,0.733333333,1.6,1.066666667,1,1.42451387,0.458831468,1.108183277,1.428613199,0.683985568,1.865350413,1.698739028,1.579632266,1.843908891,1.751190072,1.8516402,3.578947368,3.632017399,0.540983607,Visual,1.6,1.932408066,0.166666667,Head,3.578947368,3.805898975,0.298913043,Visual,19,20,0.95,15,21,0.714285714,38.05263158,40.6,PN_Sample_404.csv,MN_sample_404.csv
SANCTIFICATION,2,0,0.375,1.375,0,2,0.461538462,1,2.692307692,1.615384615,0.153846154,2.097617696,0,0.885061203,1.707825128,0,2.033060091,1.391365314,1.632993162,2.250356097,1.894661867,0.375533808,2,2.652026159,0.347826087,Auditory,2.692307692,2.917472748,0.428571429,Head,2.692307692,3.516516295,0.230642504,Head,16,19,0.842105263,13,17,0.764705882,41.6875,36.46153846,PN_Sample_681.csv,MN_sample_681.csv
SANCTIFIED,0.714285714,0.142857143,0.214285714,1.357142857,0.071428571,1,0.235294118,0.823529412,2.176470588,0.823529412,0.529411765,1.325987088,0.36313652,0.578934224,1.736802671,0.267261242,1.519109051,0.562295715,1.550616576,2.270332963,1.550616576,1.067570083,1.357142857,1.570985708,0.367346939,Interoceptive,2.176470588,2.262950101,0.423076923,Head,2.176470588,2.491470958,0.26025974,Head,14,20,0.7,17,18,0.944444444,37.28571429,36.23529412,PN_Sample_604.csv,MN_sample_604.csv
SANCTIFIER,1.153846154,0,0.307692308,0.230769231,0,1.230769231,0.470588235,1.823529412,3.411764706,1.882352941,0.588235294,1.908147175,0,0.751067616,0.59914469,0,1.690850188,1.280510009,2.128241472,1.804813825,2.232777221,1.502448981,1.230769231,1.509856033,0.421052632,Visual,3.411764706,3.750477659,0.35971223,Head,3.411764706,3.830331923,0.30737872,Head,13,18,0.722222222,17,20,0.85,35.46153846,40.23529412,PN_Sample_486.csv,MN_sample_486.csv
SANCTIFY,1.470588235,0.294117647,0.352941176,0.882352941,0.294117647,1.529411765,0.166666667,0.555555556,2,1.833333333,0.222222222,1.806849712,0.985184366,0.996316746,1.409004655,0.848874688,1.841115391,0.514495755,1.1490263,1.84709629,2.065116433,0.646761667,1.529411765,1.960871892,0.256097561,Visual,2,2.430011367,0.38372093,Head,2,2.797305964,0.190946222,Head,17,19,0.894736842,18,20,0.9,36.76470588,37.05555556,PN_Sample_252.csv,MN_sample_252.csv
SANCTIMONIOUS,2.909090909,0.363636364,0.636363636,1.636363636,0.363636364,3,0.5,0.785714286,2.571428571,2.5,0.5,1.868397466,0.809039835,1.120064933,1.629277587,0.924416278,1.414213562,1.344504484,1.42389344,2.243427519,2.377781772,1.160238702,3,3.83392115,0.295918367,Visual,2.571428571,3.219251583,0.302083333,Head,3,4.476712524,0.167215815,Visual,11,17,0.647058824,14,17,0.823529412,34.36363636,40.42857143,PN_Sample_128.csv,MN_sample_128.csv
