"label","component","mean","sd","rms","q50_abs","q90_abs","q99_abs","max_abs","log_loss","accuracy"
"rank4_rms_add_cal_auto","additive_delta",23.0448021401264,1169.31001691446,1167.0989477819,901.720978178084,1668.82529403008,2538.05901497602,2538.05901497602,NA,NA
"rank4_rms_add_cal_auto","low_rank_delta",-0.0150547027587891,0.574993948894899,0.573992256192507,0.625320434570312,0.78643798828125,0.807952880859375,0.807952880859375,NA,NA
"rank4_no_norm_add_cal_auto","full",410.71707865397,20199.6319530082,20161.6892854501,15420.986328125,29732.614453125,44447.60546875,44447.60546875,1.00000001002476e-08,1
"rank4_no_norm_add_cal_auto","uncalibrated",98.0592178344725,4822.68724704518,4813.62838807721,3681.77954101562,7098.698828125,10611.9208984375,10611.9208984375,1.00000001002476e-08,1
"rank4_no_norm_add_cal_auto","no_additive",32.1608481725057,657.438677604006,656.855383553467,529.298583984375,987.055053710938,1273.13317871094,1273.13317871094,3.99114750185387,0.783333333333333
"rank4_no_norm_add_cal_auto","no_low_rank",379.228649902343,19783.2181047486,19745.6020619329,15333.56640625,28587.7044921875,43488.24609375,43488.24609375,1.00000001002476e-08,1
"rank4_no_norm_add_cal_auto","structural_only",0.160526918868224,3.17453933438495,3.17198336386433,2.4812536239624,5.58131980895996,6.61205673217773,6.61205673217773,0.312486731084066,0.866666666666667
"rank4_no_norm_add_cal_auto","calibration_delta",312.657860819499,15376.9447059631,15348.0608973729,11739.2067871094,22633.915625,33835.6845703125,33835.6845703125,NA,NA
"rank4_no_norm_add_cal_auto","additive_delta",378.556230481465,19771.6145478452,19734.0119309426,15329.2493057251,28563.7599273681,43460.5504150391,43460.5504150391,NA,NA
"rank4_no_norm_add_cal_auto","low_rank_delta",31.4884287516276,646.037978466868,645.459192856823,518.435546875,959.359375,1249.75390625,1249.75390625,NA,NA
