subject_id,ability,release_time
gpt-4o-2024-08-06,-2.1079905033111572,
gpt-4o-mini,-4.5750861167907715,
gpt-5-2025-08-07,2.0948245525360107,2025-08-07
gpt-5-mini,0.4834042191505432,2025-08-07
gpt-5-nano,-1.6845614910125732,2025-08-07
gpt-5.1,0.247231587767601,
gpt-oss-120b,-1.1336740255355835,
gpt-oss-20b,-2.708310842514038,
gpt2,-5.561224937438965,2019-02-14
kimi-k2,1.807479977607727,2025-09-04
llama-3.3-70B-instruct,-9.444396018981934,
minimaxm2,0.6937628984451294,2025-10-23
o1,1.234660267829895,2024-12-05
o1-preview,0.6921500563621521,2024-09-12
o3,0.9085537791252136,2025-04-16
o3-2025-04-16,0.7347515821456909,2025-04-16
o3-mini,-0.9220536947250366,2025-01-31
o4-mini,0.9311474561691284,2025-04-16
openai/gpt-oss-120b,-0.15874242782592773,
openai/gpt-oss-20b,-0.7343541979789734,
qwen2.5-coder-32b-inst,-4.117603302001953,2024-09-19
qwen2_5coder32b,-7.657724380493164,
qwen3-coder-30b,-1.2978140115737915,
qwen3-coder-30b-a3b-instruct,-0.5582699775695801,2025-07-31
qwen3-coder-480b,0.3226185441017151,
qwen3-coder-480b-a35b-instruct,1.4715356826782227,2025-07-23
