,a,b,human_minutes
django__django-14559,0.8000993222568625,-1.3372678756713867,30.0
django__django-14580,1.4333655310000768,-0.21893902122974396,3.872983346207417
django__django-14608,1.0699387592977632,-1.3200350999832153,3.872983346207417
django__django-14631,1.251246390885985,0.8884552717208862,120.0
django__django-14672,1.789248807682151,-2.151045799255371,30.0
django__django-14725,1.045052498592213,3.25132417678833,30.0
django__django-14752,2.0875183763763525,-2.8606081008911133,3.872983346207417
django__django-14765,1.2667951472126078,-3.0319361686706543,3.872983346207417
django__django-14771,0.9475370700592326,0.2700292468070984,30.0
django__django-14787,1.9777225978224278,-1.4095028638839722,3.872983346207417
django__django-14792,1.6569148977809403,4.454226970672607,3.872983346207417
django__django-14855,1.004779038747398,-3.5477797985076904,3.872983346207417
django__django-14915,2.04921456192404,-2.5668253898620605,3.872983346207417
django__django-14999,0.7912903132401539,-0.9123043417930603,3.872983346207417
django__django-15022,0.4289446024339479,-0.6444118618965149,30.0
django__django-15037,1.5619498138799068,0.07159380614757538,30.0
django__django-15098,2.57151173424534,3.67256236076355,30.0
django__django-15103,1.3660570717427987,-1.2293814420700073,30.0
django__django-15104,2.1092705612713347,-3.0936057567596436,3.872983346207417
django__django-15127,0.641661340601224,2.6801271438598633,3.872983346207417
django__django-15128,0.7042593350071138,0.07523658871650696,120.0
django__django-15161,1.4944174986097647,-0.025774924084544182,30.0
django__django-15252,2.498400644543806,3.53939151763916,30.0
django__django-15268,1.4546058463527283,0.21663208305835724,120.0
django__django-15277,1.3786998469091116,-2.898703098297119,3.872983346207417
django__django-15278,2.4223186784655706,-1.3099905252456665,30.0
django__django-15280,2.221909373225954,2.4672691822052,30.0
django__django-15315,1.0605987730689392,-2.402907609939575,3.872983346207417
django__django-15368,1.924850337500206,-3.233656167984009,3.872983346207417
django__django-15375,2.4034388205308157,0.2620430588722229,30.0
django__django-15380,0.9532021401066086,-1.4231698513031006,3.872983346207417
django__django-15382,2.1880374470675026,-0.4862920343875885,30.0
django__django-15467,1.8788635331569674,-3.426041603088379,3.872983346207417
django__django-15499,1.3632547528735952,-1.7373590469360352,3.872983346207417
django__django-15503,1.887756392457699,1.7616171836853027,120.0
django__django-15525,1.694763574014033,-0.3212650418281555,30.0
django__django-15554,1.9771395242428749,1.8798503875732422,30.0
django__django-15561,2.038153597310607,-1.250486135482788,30.0
django__django-15563,0.7465210107324035,3.234584093093872,30.0
django__django-15569,1.209101828154294,-3.4632766246795654,3.872983346207417
django__django-15572,0.9548060196023698,-1.6918556690216064,3.872983346207417
django__django-15629,7.340071608316195,4.148632049560547,120.0
django__django-15695,0.7296792672481129,4.657303333282471,30.0
django__django-15731,1.1620709380869914,-2.309612989425659,30.0
django__django-15732,0.5773305108791907,3.8011090755462646,30.0
django__django-15741,0.7029166558510851,-2.8291594982147217,3.872983346207417
django__django-15814,1.4240083262888954,-1.1522945165634155,30.0
django__django-15851,1.857220730926626,-2.4829187393188477,3.872983346207417
django__django-15863,1.8070189529370444,-1.5059434175491333,3.872983346207417
django__django-15916,0.9593322432616741,1.6296812295913696,30.0
django__django-15930,1.7518580927405667,-0.4805101454257965,3.872983346207417
django__django-15957,2.6648385854005188,2.692640781402588,120.0
django__django-15973,1.76762360223454,3.134395122528076,30.0
django__django-15987,0.2950789326472052,-2.42545223236084,3.872983346207417
django__django-16032,2.1810480999096766,-0.1422109156847,30.0
django__django-16082,1.9319331152975927,-0.7583501935005188,30.0
django__django-16100,0.9878854018178846,-0.9283211827278137,3.872983346207417
django__django-16116,1.4718539545570397,-1.4987651109695435,3.872983346207417
django__django-16136,1.303759590690305,-1.0937608480453491,30.0
django__django-16139,0.9836752774838001,-3.4213786125183105,3.872983346207417
django__django-16145,1.4250163487024505,-2.24141263961792,3.872983346207417
django__django-16255,0.9044110795218535,-4.6699676513671875,3.872983346207417
django__django-16256,1.8196753114465525,3.435495138168335,30.0
django__django-16263,7.3876063717322475,5.637282848358154,120.0
django__django-16315,1.3640073533894355,0.6421495676040649,30.0
django__django-16333,1.4021815382137106,-2.391249179840088,3.872983346207417
django__django-16429,1.472229089114081,-2.750845432281494,3.872983346207417
django__django-16454,0.47316791044619305,2.534794807434082,30.0
django__django-16485,1.2550288512319114,-2.725874900817871,30.0
django__django-16493,2.083594692790183,-2.03003191947937,30.0
django__django-16502,10.971553436488595,4.8484673500061035,30.0
django__django-16527,0.9397669236269738,-4.002399921417236,30.0
django__django-16560,1.4486907472561805,1.4553005695343018,120.0
django__django-16569,0.8832799316462947,-5.049178600311279,3.872983346207417
django__django-16595,1.4251906088289843,-2.583801746368408,3.872983346207417
django__django-16612,1.1889766996418345,-2.2999472618103027,30.0
django__django-16631,10.98448059192795,4.552229881286621,120.0
django__django-16642,0.5269381249615378,-0.40770992636680603,3.872983346207417
django__django-16661,1.4669608437622135,8.763093501329422e-05,30.0
django__django-16662,1.5945438730056047,-1.8488917350769043,30.0
django__django-16667,10.676281381313647,4.75904655456543,30.0
django__django-16801,0.9521828725715222,-2.952465057373047,3.872983346207417
django__django-16819,1.643427404694619,-1.4930191040039062,30.0
django__django-16877,0.5336729895098034,0.7345795631408691,30.0
django__django-16899,1.3465466222996731,-1.3808330297470093,3.872983346207417
django__django-16901,1.5198782642592146,-1.2680034637451172,30.0
django__django-16938,0.8940965392951017,1.8761836290359497,30.0
django__django-16950,1.9178014136713382,1.9623072147369385,30.0
django__django-17029,0.9608700044632071,-3.6352150440216064,3.872983346207417
django__django-17084,1.3758205435060546,0.7345356941223145,30.0
django__django-17087,2.5073031962977828,-0.795059084892273,3.872983346207417
django__django-7530,0.4846368942910721,-3.953320264816284,30.0
django__django-9296,1.1303267021746657,-3.5222017765045166,3.872983346207417
matplotlib__matplotlib-13989,1.3062372815776568,-1.7495163679122925,3.872983346207417
matplotlib__matplotlib-14623,1.5216158109888351,0.1533719301223755,30.0
matplotlib__matplotlib-20488,0.8503161224797694,1.4081166982650757,30.0
matplotlib__matplotlib-20676,0.60942162931636,3.0974678993225098,3.872983346207417
matplotlib__matplotlib-20826,0.8611103129725832,1.2594192028045654,30.0
matplotlib__matplotlib-20859,1.1848071426931124,-1.3201253414154053,3.872983346207417
matplotlib__matplotlib-21568,2.146527081903763,3.6270463466644287,30.0
matplotlib__matplotlib-22719,0.9676980479026697,-2.9741756916046143,3.872983346207417
matplotlib__matplotlib-22865,1.3712660212837247,0.5765395164489746,30.0
matplotlib__matplotlib-22871,1.6235206908979718,0.8706134557723999,30.0
matplotlib__matplotlib-23299,0.5008269813832418,6.526665210723877,30.0
matplotlib__matplotlib-23314,1.081026520306159,-1.3635553121566772,30.0
matplotlib__matplotlib-23412,1.1759701780597516,-1.9719502925872803,30.0
matplotlib__matplotlib-23476,0.8257330916012702,5.327939987182617,3.872983346207417
matplotlib__matplotlib-24026,0.6868845960726976,-2.0834438800811768,30.0
matplotlib__matplotlib-24149,1.1993084833839893,-1.666481614112854,3.872983346207417
matplotlib__matplotlib-24177,3.1623670545604603,2.3555049896240234,3.872983346207417
matplotlib__matplotlib-24570,0.3931188086674368,-1.9796613454818726,3.872983346207417
matplotlib__matplotlib-24627,1.0793602727900622,-0.4384475648403168,30.0
matplotlib__matplotlib-24637,1.1556857218456034,-0.712417483329773,30.0
matplotlib__matplotlib-24870,4.231540186957971,2.8832499980926514,30.0
matplotlib__matplotlib-24970,1.427503578425711,-1.5816338062286377,30.0
matplotlib__matplotlib-25122,1.1603082916180882,-2.3754589557647705,3.872983346207417
matplotlib__matplotlib-25287,1.1317752672516497,-2.485215425491333,3.872983346207417
matplotlib__matplotlib-25311,1.1683314809534344,-0.0011468399316072464,3.872983346207417
matplotlib__matplotlib-25332,1.0053258901887498,0.029471907764673233,3.872983346207417
matplotlib__matplotlib-25479,2.922134962933943,5.616889953613281,3.872983346207417
matplotlib__matplotlib-25775,0.6676239959645731,0.5039681196212769,30.0
matplotlib__matplotlib-25960,1.333348928475095,3.1333913803100586,30.0
matplotlib__matplotlib-26113,1.1739514388093393,-2.517024040222168,3.872983346207417
matplotlib__matplotlib-26208,1.7391464325108936,3.9705443382263184,3.872983346207417
matplotlib__matplotlib-26291,0.6809637733379604,0.2743111848831177,30.0
matplotlib__matplotlib-26342,1.6307447274400715,-1.4536046981811523,30.0
matplotlib__matplotlib-26466,10.444856211660746,4.37648868560791,30.0
mwaskom__seaborn-3069,1.2577875468665056,1.0998767614364624,30.0
mwaskom__seaborn-3187,1.3536564966262141,3.3436126708984375,30.0
pallets__flask-5014,0.8722063393949002,-3.2283613681793213,3.872983346207417
psf__requests-1142,0.6189307241449598,-0.17713092267513275,3.872983346207417
psf__requests-1724,0.0929169199848574,-1.3205186128616333,3.872983346207417
psf__requests-1766,0.15414699652123004,-2.880758762359619,3.872983346207417
psf__requests-1921,0.2291946510488742,0.3849894404411316,3.872983346207417
psf__requests-2317,0.10649592254253752,-1.2719436883926392,3.872983346207417
psf__requests-2931,0.5715975994735752,1.6507612466812134,30.0
psf__requests-5414,0.9891905210417281,-0.07658886164426804,3.872983346207417
psf__requests-6028,1.769277978808879,3.094468593597412,30.0
pydata__xarray-2905,0.9399403079163227,-0.5105847716331482,30.0
pydata__xarray-3095,2.0967588433947055,-0.3833572268486023,30.0
pydata__xarray-3151,2.4586473816691203,-1.153503656387329,30.0
pydata__xarray-3305,0.9626586887612503,-1.3211886882781982,30.0
pydata__xarray-3677,2.179506707749635,-2.0008699893951416,30.0
pydata__xarray-3993,1.2850910188693379,0.5610737800598145,120.0
pydata__xarray-4075,2.1018544458185486,-3.082932949066162,3.872983346207417
pydata__xarray-4094,1.2753503882039086,-0.11528007686138153,3.872983346207417
pydata__xarray-4356,1.3410430452132287,-2.2379543781280518,3.872983346207417
pydata__xarray-4629,1.6033057069777046,-3.4722025394439697,3.872983346207417
pydata__xarray-4687,0.9510096038946684,1.8456617593765259,30.0
pydata__xarray-4695,1.5593285195567321,0.11143705993890762,30.0
pydata__xarray-4966,1.687587395720123,-1.747213363647461,30.0
pydata__xarray-6461,0.8620124706224447,-1.4865480661392212,3.872983346207417
pydata__xarray-6599,0.23949543691953695,2.734917640686035,30.0
pydata__xarray-6721,0.833529077597238,0.029128137975931168,30.0
pydata__xarray-6744,0.9826789313528216,0.17015992105007172,30.0
pydata__xarray-6938,1.3638506137326645,2.780333995819092,30.0
pydata__xarray-6992,8.009427898926946,4.760091781616211,480.0
pydata__xarray-7229,3.689199258758974,4.975185394287109,30.0
pydata__xarray-7233,1.5767836152722203,-2.0082685947418213,30.0
pydata__xarray-7393,1.094989472110829,0.19043096899986267,30.0
pylint-dev__pylint-4551,7.798110079088987,4.849568843841553,120.0
pylint-dev__pylint-4604,10.480659963674603,4.848551273345947,30.0
pylint-dev__pylint-4661,9.655397542799543,5.005623817443848,30.0
pylint-dev__pylint-4970,0.35105795637703857,4.59387731552124,3.872983346207417
pylint-dev__pylint-6386,1.1469118646463572,1.4728736877441406,30.0
pylint-dev__pylint-6528,0.6901634396370327,1.126253604888916,30.0
pylint-dev__pylint-6903,1.6098701486476712,-3.668659210205078,3.872983346207417
pylint-dev__pylint-7080,0.43487918578256574,4.130195617675781,30.0
pylint-dev__pylint-7277,0.1846834817197835,-3.6030564308166504,3.872983346207417
pylint-dev__pylint-8898,0.46432261637991934,5.66901159286499,120.0
pytest-dev__pytest-10051,1.368768836626468,0.9253333210945129,30.0
pytest-dev__pytest-10081,1.6769890611401024,-1.0705958604812622,3.872983346207417
pytest-dev__pytest-10356,7.607094849150335,3.738335132598877,120.0
pytest-dev__pytest-5262,1.495168092846795,-1.0698928833007812,3.872983346207417
pytest-dev__pytest-5631,1.3245805358315503,-1.4561073780059814,30.0
pytest-dev__pytest-5787,2.915723042969522,1.460142731666565,120.0
pytest-dev__pytest-5809,1.026210330261115,-3.7345449924468994,3.872983346207417
pytest-dev__pytest-5840,2.4057685771523585,3.4665753841400146,30.0
pytest-dev__pytest-6197,1.675140987911066,1.624071717262268,120.0
pytest-dev__pytest-6202,1.725256756196917,-3.4447696208953857,3.872983346207417
pytest-dev__pytest-7205,0.1658791256728317,-3.013012170791626,3.872983346207417
pytest-dev__pytest-7236,1.2731309584997794,-0.7137225866317749,30.0
pytest-dev__pytest-7324,1.5968655897596693,1.1465681791305542,30.0
pytest-dev__pytest-7432,1.3753757367010975,-1.153037667274475,3.872983346207417
pytest-dev__pytest-7490,1.4323457544126175,0.09030976891517639,30.0
pytest-dev__pytest-7521,1.4168371911760758,-0.8715619444847107,3.872983346207417
pytest-dev__pytest-7571,1.9287118879773373,-1.535702109336853,30.0
pytest-dev__pytest-7982,1.0143916164422888,-3.1121113300323486,3.872983346207417
pytest-dev__pytest-8399,1.2905055353628951,-3.021008014678955,30.0
scikit-learn__scikit-learn-10297,1.4913087059597991,-2.634582996368408,30.0
scikit-learn__scikit-learn-10844,1.6629917438529163,-3.7713077068328857,30.0
scikit-learn__scikit-learn-10908,1.3475842676048913,-0.08831767737865448,30.0
scikit-learn__scikit-learn-11310,2.6917207448777876,-1.6657401323318481,3.872983346207417
scikit-learn__scikit-learn-11578,0.9161180327118016,-3.823951244354248,30.0
scikit-learn__scikit-learn-12585,1.200998150889414,-3.7435452938079834,3.872983346207417
scikit-learn__scikit-learn-12682,1.6158545849215284,-0.06282132118940353,30.0
scikit-learn__scikit-learn-12973,0.7746912724804468,-0.8625414967536926,30.0
scikit-learn__scikit-learn-13124,0.7699046625546435,0.17603443562984467,30.0
scikit-learn__scikit-learn-13135,1.5904972714725547,-1.7427805662155151,3.872983346207417
scikit-learn__scikit-learn-13142,2.0716911252944263,-1.2631179094314575,3.872983346207417
scikit-learn__scikit-learn-13328,1.283142634127549,-2.7217814922332764,3.872983346207417
scikit-learn__scikit-learn-13439,1.2951815766261403,-3.03184175491333,3.872983346207417
scikit-learn__scikit-learn-13496,2.3269898543253515,-1.898441195487976,3.872983346207417
scikit-learn__scikit-learn-13779,1.192001666750451,-2.3826904296875,3.872983346207417
scikit-learn__scikit-learn-14053,1.790782096070763,-1.791717290878296,30.0
scikit-learn__scikit-learn-14087,1.2147823122183685,0.4272420108318329,30.0
scikit-learn__scikit-learn-14141,1.307633784493963,-3.3533902168273926,3.872983346207417
scikit-learn__scikit-learn-14496,1.062136971715952,-4.0248284339904785,3.872983346207417
scikit-learn__scikit-learn-14629,1.0983973412589496,2.619812488555908,30.0
scikit-learn__scikit-learn-14710,0.5201282890553686,-2.358184814453125,30.0
scikit-learn__scikit-learn-14894,1.8152324290005264,-2.897838830947876,30.0
scikit-learn__scikit-learn-14983,1.6232873967004802,0.7286955118179321,3.872983346207417
scikit-learn__scikit-learn-15100,0.9092254954258744,-2.6623971462249756,30.0
scikit-learn__scikit-learn-25102,0.31289569689185365,2.7406957149505615,120.0
scikit-learn__scikit-learn-25232,0.7888635217951188,-1.5163166522979736,3.872983346207417
scikit-learn__scikit-learn-25747,0.4239083841602058,5.373024940490723,30.0
scikit-learn__scikit-learn-25931,1.1188516254303285,-1.0876489877700806,30.0
scikit-learn__scikit-learn-25973,1.6953781644195263,-0.96494060754776,3.872983346207417
scikit-learn__scikit-learn-26194,0.5283465780110793,6.385818958282471,30.0
scikit-learn__scikit-learn-26323,1.4801551527155836,-1.6383789777755737,30.0
scikit-learn__scikit-learn-9288,1.6008798720595216,-1.2047935724258423,30.0
sphinx-doc__sphinx-10323,0.9992961632863226,0.490643709897995,3.872983346207417
sphinx-doc__sphinx-10435,1.041710064432438,4.24030065536499,3.872983346207417
sphinx-doc__sphinx-10449,1.259947485167714,0.05180731415748596,3.872983346207417
sphinx-doc__sphinx-10466,1.057820035144226,-1.6566447019577026,30.0
sphinx-doc__sphinx-10614,0.7920237319564755,5.966320514678955,30.0
sphinx-doc__sphinx-10673,1.2598262628871622,-0.2266555279493332,30.0
sphinx-doc__sphinx-11445,1.588292875460963,0.5220040678977966,30.0
sphinx-doc__sphinx-11510,7.8641935442915685,5.771824836730957,120.0
sphinx-doc__sphinx-7440,0.8496003647613383,-0.9540210366249084,3.872983346207417
sphinx-doc__sphinx-7454,1.1472011718610502,0.556944727897644,3.872983346207417
sphinx-doc__sphinx-7462,6.1604190219685515,4.625410556793213,3.872983346207417
sphinx-doc__sphinx-7590,2.8215510696003108,3.834702730178833,480.0
sphinx-doc__sphinx-7748,9.862083761807543,4.675604343414307,30.0
sphinx-doc__sphinx-7757,2.201781148828775,-0.10729492455720901,30.0
sphinx-doc__sphinx-7889,1.0534517960367222,-0.8537484407424927,3.872983346207417
sphinx-doc__sphinx-7910,1.0854868921347482,-0.7494711875915527,3.872983346207417
sphinx-doc__sphinx-7985,0.8229092031033179,5.136679172515869,30.0
sphinx-doc__sphinx-8035,1.6687834950635483,-0.29658040404319763,30.0
sphinx-doc__sphinx-8056,0.8012976339424817,2.47235107421875,30.0
sphinx-doc__sphinx-8120,1.2561766872156135,-0.7632946968078613,30.0
sphinx-doc__sphinx-8265,1.7216474882359374,2.1708710193634033,30.0
sphinx-doc__sphinx-8269,1.0575561681518426,-0.9368047118186951,3.872983346207417
sphinx-doc__sphinx-8459,1.8012022628219744,-0.06489402055740356,3.872983346207417
sphinx-doc__sphinx-8475,0.9083631486978424,-1.4221596717834473,3.872983346207417
sphinx-doc__sphinx-8548,1.787241121864769,2.5364599227905273,120.0
sphinx-doc__sphinx-8551,1.7325583151958754,0.7716220021247864,30.0
sphinx-doc__sphinx-8593,1.910255955638917,0.20601557195186615,30.0
sphinx-doc__sphinx-8595,0.34830710891734556,-3.2736964225769043,3.872983346207417
sphinx-doc__sphinx-8621,1.5497638634381397,0.7225121855735779,3.872983346207417
sphinx-doc__sphinx-8638,1.2127259675054363,2.707122802734375,30.0
sphinx-doc__sphinx-8721,1.097764432802408,-2.179692029953003,3.872983346207417
sphinx-doc__sphinx-9229,2.0209665945936095,3.979013442993164,120.0
sphinx-doc__sphinx-9230,2.25078422701509,0.8795468211174011,3.872983346207417
