env,algorithm,config,run,mc_mean,mc_stddev
sailing,UCT,bias=auto,eps=0.500000,24,-27.9355,21.1539
sailing,UCT,bias=auto,eps=0.500000,25,-30.1945,19.9863
sailing,UCT,bias=auto,eps=0.500000,26,-26.678,20.8363
sailing,UCT,bias=auto,eps=0.500000,27,-30.6305,20.0426
sailing,UCT,bias=auto,eps=0.500000,28,-24.993,21.2672
sailing,UCT,bias=auto,eps=0.500000,29,-31.1675,19.6613
sailing,UCT,bias=auto,eps=0.500000,30,-24.64,21.6474
sailing,UCT,bias=auto,eps=0.500000,31,-33.468,18.2887
sailing,UCT,bias=auto,eps=0.500000,32,-29.0605,21.5328
sailing,UCT,bias=auto,eps=0.500000,33,-35.9355,17.4222
sailing,UCT,bias=auto,eps=0.500000,34,-27.117,21.4931
sailing,UCT,bias=auto,eps=0.500000,35,-39.029,14.8059
sailing,UCT,bias=auto,eps=0.500000,36,-31.7425,19.2828
sailing,UCT,bias=auto,eps=0.500000,37,-34.8805,17.5394
sailing,UCT,bias=auto,eps=0.500000,38,-25.836,20.8104
sailing,UCT,bias=auto,eps=0.500000,39,-34.0355,18.3148
sailing,UCT,bias=auto,eps=0.500000,40,-36.0525,18.1551
sailing,UCT,bias=auto,eps=0.500000,41,-32.2335,19.5462
sailing,UCT,bias=auto,eps=0.500000,42,-32.148,18.8041
sailing,UCT,bias=auto,eps=0.500000,43,-25.1565,21.4514
sailing,UCT,bias=auto,eps=0.500000,44,-28.551,20.8358
sailing,UCT,bias=auto,eps=0.500000,45,-37.0845,17.5874
sailing,UCT,bias=auto,eps=0.500000,46,-34.947,17.715
sailing,UCT,bias=auto,eps=0.500000,47,-35.0015,18.1965
sailing,UCT,bias=auto,eps=0.500000,48,-31.542,19.5713
sailing,UCT,bias=auto,eps=0.500000,49,-32.776,18.771
sailing,UCT,bias=auto,eps=1.000000,0,-41.7125,12.8404
sailing,UCT,bias=auto,eps=1.000000,1,-43.0395,12.0775
sailing,UCT,bias=auto,eps=1.000000,2,-41.272,14.0106
sailing,UCT,bias=auto,eps=1.000000,3,-42.0115,13.0958
sailing,UCT,bias=auto,eps=1.000000,4,-41.688,13.7864
sailing,UCT,bias=auto,eps=1.000000,5,-40.1485,14.5744
sailing,UCT,bias=auto,eps=1.000000,6,-42.6505,12.4029
sailing,UCT,bias=auto,eps=1.000000,7,-42.011,13.1658
sailing,UCT,bias=auto,eps=1.000000,8,-41.288,13.3071
sailing,UCT,bias=auto,eps=1.000000,9,-41.804,13.0486
sailing,UCT,bias=auto,eps=1.000000,10,-42.27,13.7016
sailing,UCT,bias=auto,eps=1.000000,11,-41.96,13.2593
sailing,UCT,bias=auto,eps=1.000000,12,-39.3815,15.8469
sailing,UCT,bias=auto,eps=1.000000,13,-41.008,13.5605
sailing,UCT,bias=auto,eps=1.000000,14,-40.142,14.2669
sailing,UCT,bias=auto,eps=1.000000,15,-41.329,13.3024
sailing,UCT,bias=auto,eps=1.000000,16,-39.5425,13.9906
sailing,UCT,bias=auto,eps=1.000000,17,-41.944,12.72
sailing,UCT,bias=auto,eps=1.000000,18,-42.5955,11.9032
sailing,UCT,bias=auto,eps=1.000000,19,-43.2705,11.8454
sailing,UCT,bias=auto,eps=1.000000,20,-41.7155,14.1687
sailing,UCT,bias=auto,eps=1.000000,21,-39.8005,14.5303
sailing,UCT,bias=auto,eps=1.000000,22,-41.6845,12.7419
sailing,UCT,bias=auto,eps=1.000000,23,-40.764,13.9502
sailing,UCT,bias=auto,eps=1.000000,24,-39.8885,14.4566
sailing,UCT,bias=auto,eps=1.000000,25,-43.1105,11.297
sailing,UCT,bias=auto,eps=1.000000,26,-42.8105,11.9819
sailing,UCT,bias=auto,eps=1.000000,27,-41.892,12.7795
sailing,UCT,bias=auto,eps=1.000000,28,-43.0455,11.9099
sailing,UCT,bias=auto,eps=1.000000,29,-41.906,12.957
sailing,UCT,bias=auto,eps=1.000000,30,-42.361,12.2141
sailing,UCT,bias=auto,eps=1.000000,31,-41.7485,13.5554
sailing,UCT,bias=auto,eps=1.000000,32,-41.3375,13.6193
sailing,UCT,bias=auto,eps=1.000000,33,-41.8275,13.2803
sailing,UCT,bias=auto,eps=1.000000,34,-42.1025,12.7215
sailing,UCT,bias=auto,eps=1.000000,35,-40.792,13.8079
sailing,UCT,bias=auto,eps=1.000000,36,-40.4975,13.0471
sailing,UCT,bias=auto,eps=1.000000,37,-40.301,14.1287
sailing,UCT,bias=auto,eps=1.000000,38,-43.0805,12.4804
sailing,UCT,bias=auto,eps=1.000000,39,-42.6285,12.8285
sailing,UCT,bias=auto,eps=1.000000,40,-41.462,13.3416
sailing,UCT,bias=auto,eps=1.000000,41,-42.9325,11.8288
sailing,UCT,bias=auto,eps=1.000000,42,-42.697,11.9913
sailing,UCT,bias=auto,eps=1.000000,43,-42.6065,12.7104
sailing,UCT,bias=auto,eps=1.000000,44,-41.529,12.622
sailing,UCT,bias=auto,eps=1.000000,45,-39.358,14.8026
sailing,UCT,bias=auto,eps=1.000000,46,-42.77,12.4511
sailing,UCT,bias=auto,eps=1.000000,47,-39.5125,15.0658
sailing,UCT,bias=auto,eps=1.000000,48,-41.509,13.3136
sailing,UCT,bias=auto,eps=1.000000,49,-41.01,13.1287
sailing,UCT,bias=2.000000,eps=0.100000,0,-6.0755,11.4544
sailing,UCT,bias=2.000000,eps=0.100000,1,-15.4845,19.1954
sailing,UCT,bias=2.000000,eps=0.100000,2,-9.907,16.0819
sailing,UCT,bias=2.000000,eps=0.100000,3,-14.9365,19.339
sailing,UCT,bias=2.000000,eps=0.100000,4,-12.9965,19.03
sailing,UCT,bias=2.000000,eps=0.100000,5,-8.94,15.563
sailing,UCT,bias=2.000000,eps=0.100000,6,-23.216,20.9919
sailing,UCT,bias=2.000000,eps=0.100000,7,-9.9335,16.4275
sailing,UCT,bias=2.000000,eps=0.100000,8,-9.314,16.2403
sailing,UCT,bias=2.000000,eps=0.100000,9,-19.387,20.1371
sailing,UCT,bias=2.000000,eps=0.100000,10,-19.684,20.3221
sailing,UCT,bias=2.000000,eps=0.100000,11,-21.85,21.4031
sailing,UCT,bias=2.000000,eps=0.100000,12,-6.9345,13.4886
sailing,UCT,bias=2.000000,eps=0.100000,13,-13.293,18.7424
sailing,UCT,bias=2.000000,eps=0.100000,14,-21.4575,20.1851
sailing,UCT,bias=2.000000,eps=0.100000,15,-22.371,21.5197
sailing,UCT,bias=2.000000,eps=0.100000,16,-21.007,21.5248
sailing,UCT,bias=2.000000,eps=0.100000,17,-27.2945,20.7822
sailing,UCT,bias=2.000000,eps=0.100000,18,-7.7055,14.2727
sailing,UCT,bias=2.000000,eps=0.100000,19,-21.407,21.4641
sailing,UCT,bias=2.000000,eps=0.100000,20,-14.703,19.0357
sailing,UCT,bias=2.000000,eps=0.100000,21,-23.3515,20.8341
sailing,UCT,bias=2.000000,eps=0.100000,22,-11.8555,17.8571
sailing,UCT,bias=2.000000,eps=0.100000,23,-10.8355,17.5438
sailing,UCT,bias=2.000000,eps=0.100000,24,-11.588,16.7288
sailing,UCT,bias=2.000000,eps=0.100000,25,-14.474,19.3452
sailing,UCT,bias=2.000000,eps=0.100000,26,-24.243,20.6125
sailing,UCT,bias=2.000000,eps=0.100000,27,-16.869,19.966
sailing,UCT,bias=2.000000,eps=0.100000,28,-16.799,20.034
sailing,UCT,bias=2.000000,eps=0.100000,29,-20.4875,20.5761
sailing,UCT,bias=2.000000,eps=0.100000,30,-21.51,20.3763
sailing,UCT,bias=2.000000,eps=0.100000,31,-9.1145,16.1174
sailing,UCT,bias=2.000000,eps=0.100000,32,-17.306,20.0328
sailing,UCT,bias=2.000000,eps=0.100000,33,-15.821,19.6483
sailing,UCT,bias=2.000000,eps=0.100000,34,-20.9705,20.7846
sailing,UCT,bias=2.000000,eps=0.100000,35,-22.985,21.3734
sailing,UCT,bias=2.000000,eps=0.100000,36,-22.476,21.0845
sailing,UCT,bias=2.000000,eps=0.100000,37,-21.1645,21.2512
sailing,UCT,bias=2.000000,eps=0.100000,38,-19.4855,21.1113
sailing,UCT,bias=2.000000,eps=0.100000,39,-19.14,20.049
sailing,UCT,bias=2.000000,eps=0.100000,40,-8.872,15.9398
sailing,UCT,bias=2.000000,eps=0.100000,41,-13.4735,17.6268
sailing,UCT,bias=2.000000,eps=0.100000,42,-15.175,20.0038
sailing,UCT,bias=2.000000,eps=0.100000,43,-16.745,20.4283
sailing,UCT,bias=2.000000,eps=0.100000,44,-9.0045,15.7017
sailing,UCT,bias=2.000000,eps=0.100000,45,-19.1065,20.4887
sailing,UCT,bias=2.000000,eps=0.100000,46,-12.0105,17.7321
sailing,UCT,bias=2.000000,eps=0.100000,47,-11.336,17.8571
sailing,UCT,bias=2.000000,eps=0.100000,48,-12.1345,17.9976
sailing,UCT,bias=2.000000,eps=0.100000,49,-22.5005,20.8106
sailing,UCT,bias=2.000000,eps=0.500000,0,-22.8865,21.7386
sailing,UCT,bias=2.000000,eps=0.500000,1,-21.5885,21.5384
sailing,UCT,bias=2.000000,eps=0.500000,2,-22.0075,21.344
sailing,UCT,bias=2.000000,eps=0.500000,3,-17.618,20.7362
sailing,UCT,bias=2.000000,eps=0.500000,4,-15.8385,19.742
sailing,UCT,bias=2.000000,eps=0.500000,5,-19.7755,21.3785
sailing,UCT,bias=2.000000,eps=0.500000,6,-19.5465,21.2148
sailing,UCT,bias=2.000000,eps=0.500000,7,-21.1085,20.8482
sailing,UCT,bias=2.000000,eps=0.500000,8,-22.2555,21.3795
sailing,UCT,bias=2.000000,eps=0.500000,9,-23.707,21.4376
sailing,UCT,bias=2.000000,eps=0.500000,10,-25.0305,21.5398
sailing,UCT,bias=2.000000,eps=0.500000,11,-32.786,19.418
sailing,UCT,bias=2.000000,eps=0.500000,12,-21.609,21.552
sailing,UCT,bias=2.000000,eps=0.500000,13,-27.139,20.8637
sailing,UCT,bias=2.000000,eps=0.500000,14,-24.8375,21.5471
sailing,UCT,bias=2.000000,eps=0.500000,15,-18.474,20.7839
sailing,UCT,bias=2.000000,eps=0.500000,16,-33.3185,19.0604
sailing,UCT,bias=2.000000,eps=0.500000,17,-23.4065,21.3282
sailing,UCT,bias=2.000000,eps=0.500000,18,-23.269,20.7435
sailing,UCT,bias=2.000000,eps=0.500000,19,-26.827,20.6944
sailing,UCT,bias=2.000000,eps=0.500000,20,-21.394,21.3836
sailing,UCT,bias=2.000000,eps=0.500000,21,-19.345,21.2168
sailing,UCT,bias=2.000000,eps=0.500000,22,-21.2185,20.8865
sailing,UCT,bias=2.000000,eps=0.500000,23,-23.2695,22.3796
sailing,UCT,bias=2.000000,eps=0.500000,24,-20.0935,20.9098
sailing,UCT,bias=2.000000,eps=0.500000,25,-28.9995,20.8028
sailing,UCT,bias=2.000000,eps=0.500000,26,-21.531,21.1195
sailing,UCT,bias=2.000000,eps=0.500000,27,-22.224,22.2285
sailing,UCT,bias=2.000000,eps=0.500000,28,-20.3755,21.2314
sailing,UCT,bias=2.000000,eps=0.500000,29,-18.264,20.5471
sailing,UCT,bias=2.000000,eps=0.500000,30,-30.3855,19.9652
sailing,UCT,bias=2.000000,eps=0.500000,31,-13.97,19.2884
sailing,UCT,bias=2.000000,eps=0.500000,32,-23.8825,21.6551
sailing,UCT,bias=2.000000,eps=0.500000,33,-31.589,20.1277
sailing,UCT,bias=2.000000,eps=0.500000,34,-22.9745,21.2273
sailing,UCT,bias=2.000000,eps=0.500000,35,-16.659,20.8617
sailing,UCT,bias=2.000000,eps=0.500000,36,-23.6785,21.176
sailing,UCT,bias=2.000000,eps=0.500000,37,-24.4545,21.7072
sailing,UCT,bias=2.000000,eps=0.500000,38,-17.198,20.4369
sailing,UCT,bias=2.000000,eps=0.500000,39,-22.943,20.6159
sailing,UCT,bias=2.000000,eps=0.500000,40,-18.3765,20.3971
sailing,UCT,bias=2.000000,eps=0.500000,41,-21.6345,21.1743
sailing,UCT,bias=2.000000,eps=0.500000,42,-21.0965,21.5127
sailing,UCT,bias=2.000000,eps=0.500000,43,-31.932,20.3058
sailing,UCT,bias=2.000000,eps=0.500000,44,-31.148,19.2978
sailing,UCT,bias=2.000000,eps=0.500000,45,-20.4955,21.0296
sailing,UCT,bias=2.000000,eps=0.500000,46,-19.316,21.6836
sailing,UCT,bias=2.000000,eps=0.500000,47,-23.5715,21.9881
sailing,UCT,bias=2.000000,eps=0.500000,48,-19.5,21.3319
sailing,UCT,bias=2.000000,eps=0.500000,49,-30.664,20.9212
sailing,UCT,bias=2.000000,eps=1.000000,0,-41.474,13.4066
sailing,UCT,bias=2.000000,eps=1.000000,1,-40.923,13.8518
sailing,UCT,bias=2.000000,eps=1.000000,2,-44.313,10.7512
sailing,UCT,bias=2.000000,eps=1.000000,3,-43.3395,11.426
sailing,UCT,bias=2.000000,eps=1.000000,4,-42.5425,12.4013
sailing,UCT,bias=2.000000,eps=1.000000,5,-41.0325,13.3495
sailing,UCT,bias=2.000000,eps=1.000000,6,-42.652,12.6872
sailing,UCT,bias=2.000000,eps=1.000000,7,-43.7955,11.9232
sailing,UCT,bias=2.000000,eps=1.000000,8,-41.863,12.9343
sailing,UCT,bias=2.000000,eps=1.000000,9,-40.8435,13.1314
sailing,UCT,bias=2.000000,eps=1.000000,10,-44.332,11.2778
sailing,UCT,bias=2.000000,eps=1.000000,11,-43.2975,11.9877
sailing,UCT,bias=2.000000,eps=1.000000,12,-41.003,13.6282
sailing,UCT,bias=2.000000,eps=1.000000,13,-42.6705,12.4596
sailing,UCT,bias=2.000000,eps=1.000000,14,-43.002,12.2573
sailing,UCT,bias=2.000000,eps=1.000000,15,-39.782,14.6545
sailing,UCT,bias=2.000000,eps=1.000000,16,-41.38,13.9271
sailing,UCT,bias=2.000000,eps=1.000000,17,-41.4935,12.6602
sailing,UCT,bias=2.000000,eps=1.000000,18,-42.613,12.8288
sailing,UCT,bias=2.000000,eps=1.000000,19,-42.544,12.7165
sailing,UCT,bias=2.000000,eps=1.000000,20,-43.213,12.2541
sailing,UCT,bias=2.000000,eps=1.000000,21,-42.908,12.4302
sailing,UCT,bias=2.000000,eps=1.000000,22,-42.518,12.4179
sailing,UCT,bias=2.000000,eps=1.000000,23,-43.7855,11.8163
sailing,UCT,bias=2.000000,eps=1.000000,24,-43.089,12.5467
sailing,UCT,bias=2.000000,eps=1.000000,25,-40.1515,13.7276
sailing,UCT,bias=2.000000,eps=1.000000,26,-41.943,13.2266
sailing,UCT,bias=2.000000,eps=1.000000,27,-39.012,14.5715
sailing,UCT,bias=2.000000,eps=1.000000,28,-41.231,13.9386
sailing,UCT,bias=2.000000,eps=1.000000,29,-40.0025,14.1416
sailing,UCT,bias=2.000000,eps=1.000000,30,-40.388,14.144
sailing,UCT,bias=2.000000,eps=1.000000,31,-38.9515,14.6755
sailing,UCT,bias=2.000000,eps=1.000000,32,-43.2025,12.0474
sailing,UCT,bias=2.000000,eps=1.000000,33,-42.702,12.5547
sailing,UCT,bias=2.000000,eps=1.000000,34,-40.865,13.2807
sailing,UCT,bias=2.000000,eps=1.000000,35,-40.861,13.5269
sailing,UCT,bias=2.000000,eps=1.000000,36,-42.696,12.2407
sailing,UCT,bias=2.000000,eps=1.000000,37,-40.683,14.0918
sailing,UCT,bias=2.000000,eps=1.000000,38,-41.883,13.1545
sailing,UCT,bias=2.000000,eps=1.000000,39,-42.157,12.2566
sailing,UCT,bias=2.000000,eps=1.000000,40,-39.145,14.6197
sailing,UCT,bias=2.000000,eps=1.000000,41,-35.2715,18.9087
sailing,UCT,bias=2.000000,eps=1.000000,42,-41.496,13.2986
sailing,UCT,bias=2.000000,eps=1.000000,43,-42.799,12.35
sailing,UCT,bias=2.000000,eps=1.000000,44,-39.6795,14.3021
sailing,UCT,bias=2.000000,eps=1.000000,45,-40.7995,13.8376
sailing,UCT,bias=2.000000,eps=1.000000,46,-42.2835,12.9388
sailing,UCT,bias=2.000000,eps=1.000000,47,-42.177,13.0405
sailing,UCT,bias=2.000000,eps=1.000000,48,-40.899,13.0998
sailing,UCT,bias=2.000000,eps=1.000000,49,-43.3445,11.4204
sailing,UCT,bias=5.000000,eps=0.100000,0,-10.193,17.4318
sailing,UCT,bias=5.000000,eps=0.100000,1,-11.261,17.5265
sailing,UCT,bias=5.000000,eps=0.100000,2,-15.384,19.5203
sailing,UCT,bias=5.000000,eps=0.100000,3,-12.0105,18.3731
sailing,UCT,bias=5.000000,eps=0.100000,4,-14.855,18.4133
sailing,UCT,bias=5.000000,eps=0.100000,5,-19.1635,20.0741
sailing,UCT,bias=5.000000,eps=0.100000,6,-11.943,17.4357
sailing,UCT,bias=5.000000,eps=0.100000,7,-20.6655,21.6548
sailing,UCT,bias=5.000000,eps=0.100000,8,-9.7475,16.3528
sailing,UCT,bias=5.000000,eps=0.100000,9,-10.6585,16.4671
sailing,UCT,bias=5.000000,eps=0.100000,10,-21.2965,20.9762
sailing,UCT,bias=5.000000,eps=0.100000,11,-17.564,19.8235
sailing,UCT,bias=5.000000,eps=0.100000,12,-8.123,14.6113
sailing,UCT,bias=5.000000,eps=0.100000,13,-10.3135,16.4679
sailing,UCT,bias=5.000000,eps=0.100000,14,-14.504,18.7602
sailing,UCT,bias=5.000000,eps=0.100000,15,-11.264,17.3093
sailing,UCT,bias=5.000000,eps=0.100000,16,-12.4085,17.4894
sailing,UCT,bias=5.000000,eps=0.100000,17,-18.707,20.439
sailing,UCT,bias=5.000000,eps=0.100000,18,-6.331,12.4603
sailing,UCT,bias=5.000000,eps=0.100000,19,-18.0705,20.6438
sailing,UCT,bias=5.000000,eps=0.100000,20,-14.205,18.6471
sailing,UCT,bias=5.000000,eps=0.100000,21,-10.813,17.6731
sailing,UCT,bias=5.000000,eps=0.100000,22,-22.4275,21.2086
sailing,UCT,bias=5.000000,eps=0.100000,23,-9.414,16.6141
sailing,UCT,bias=5.000000,eps=0.100000,24,-13.6335,18.2335
sailing,UCT,bias=5.000000,eps=0.100000,25,-15.4835,19.2125
sailing,UCT,bias=5.000000,eps=0.100000,26,-15.6855,19.4248
sailing,UCT,bias=5.000000,eps=0.100000,27,-12.2845,18.5497
sailing,UCT,bias=5.000000,eps=0.100000,28,-13.658,19.4587
sailing,UCT,bias=5.000000,eps=0.100000,29,-10.618,16.4007
sailing,UCT,bias=5.000000,eps=0.100000,30,-24.8375,20.6683
sailing,UCT,bias=5.000000,eps=0.100000,31,-14.6945,18.8848
sailing,UCT,bias=5.000000,eps=0.100000,32,-20.974,20.8907
sailing,UCT,bias=5.000000,eps=0.100000,33,-6.4755,12.3598
sailing,UCT,bias=5.000000,eps=0.100000,34,-11.701,17.7449
sailing,UCT,bias=5.000000,eps=0.100000,35,-18.634,20.1476
sailing,UCT,bias=5.000000,eps=0.100000,36,-8.6915,15.3682
sailing,UCT,bias=5.000000,eps=0.100000,37,-8.4105,14.5009
sailing,UCT,bias=5.000000,eps=0.100000,38,-7.7815,14.3319
sailing,UCT,bias=5.000000,eps=0.100000,39,-24.715,20.3647
sailing,UCT,bias=5.000000,eps=0.100000,40,-9.2095,16.2776
sailing,UCT,bias=5.000000,eps=0.100000,41,-14.404,19.0009
sailing,UCT,bias=5.000000,eps=0.100000,42,-8.93,15.4238
sailing,UCT,bias=5.000000,eps=0.100000,43,-24.013,20.867
sailing,UCT,bias=5.000000,eps=0.100000,44,-15.718,19.3819
sailing,UCT,bias=5.000000,eps=0.100000,45,-16.099,19.5997
sailing,UCT,bias=5.000000,eps=0.100000,46,-5.9675,11.2652
sailing,UCT,bias=5.000000,eps=0.100000,47,-24.494,21.0934
sailing,UCT,bias=5.000000,eps=0.100000,48,-27.1265,20.5853
sailing,UCT,bias=5.000000,eps=0.100000,49,-9.022,15.0299
sailing,UCT,bias=5.000000,eps=0.500000,0,-24.563,21.3313
sailing,UCT,bias=5.000000,eps=0.500000,1,-18.167,21.3341
sailing,UCT,bias=5.000000,eps=0.500000,2,-23.4925,20.8932
sailing,UCT,bias=5.000000,eps=0.500000,3,-23.451,22.2294
sailing,UCT,bias=5.000000,eps=0.500000,4,-19.566,21.1863
sailing,UCT,bias=5.000000,eps=0.500000,5,-21.8955,22.1779
sailing,UCT,bias=5.000000,eps=0.500000,6,-19.871,21.2256
sailing,UCT,bias=5.000000,eps=0.500000,7,-18.6975,21.4047
sailing,UCT,bias=5.000000,eps=0.500000,8,-19.8795,20.9621
sailing,UCT,bias=5.000000,eps=0.500000,9,-16.808,20.1062
sailing,UCT,bias=5.000000,eps=0.500000,10,-32.6065,18.9597
sailing,UCT,bias=5.000000,eps=0.500000,11,-19.738,21.0967
sailing,UCT,bias=5.000000,eps=0.500000,12,-15.1765,19.4808
sailing,UCT,bias=5.000000,eps=0.500000,13,-20.3275,21.3681
sailing,UCT,bias=5.000000,eps=0.500000,14,-27.191,21.2018
sailing,UCT,bias=5.000000,eps=0.500000,15,-22.3915,21.8242
sailing,UCT,bias=5.000000,eps=0.500000,16,-21.6505,21.9849
sailing,UCT,bias=5.000000,eps=0.500000,17,-17.454,20.9225
sailing,UCT,bias=5.000000,eps=0.500000,18,-32.0145,18.8058
sailing,UCT,bias=5.000000,eps=0.500000,19,-28.963,20.5025
sailing,UCT,bias=5.000000,eps=0.500000,20,-17.9995,20.6151
sailing,UCT,bias=5.000000,eps=0.500000,21,-28.959,20.1276
sailing,UCT,bias=5.000000,eps=0.500000,22,-20.0345,21.0661
sailing,UCT,bias=5.000000,eps=0.500000,23,-19.8245,21.1232
sailing,UCT,bias=5.000000,eps=0.500000,24,-19.8705,21.5493
sailing,UCT,bias=5.000000,eps=0.500000,25,-17.6915,20.3727
sailing,UCT,bias=5.000000,eps=0.500000,26,-22.3845,21.4708
sailing,UCT,bias=5.000000,eps=0.500000,27,-19.93,20.9155
sailing,UCT,bias=5.000000,eps=0.500000,28,-20.896,21.7995
sailing,UCT,bias=5.000000,eps=0.500000,29,-25.815,21.4755
sailing,UCT,bias=5.000000,eps=0.500000,30,-20.423,21.288
sailing,UCT,bias=5.000000,eps=0.500000,31,-23.288,22.0489
sailing,UCT,bias=5.000000,eps=0.500000,32,-24.366,21.0596
sailing,UCT,bias=5.000000,eps=0.500000,33,-22.611,21.6701
sailing,UCT,bias=5.000000,eps=0.500000,34,-24.252,22.2756
sailing,UCT,bias=5.000000,eps=0.500000,35,-24.3975,21.7506
sailing,UCT,bias=5.000000,eps=0.500000,36,-30.044,19.6201
sailing,UCT,bias=5.000000,eps=0.500000,37,-24.7775,22.1842
sailing,UCT,bias=5.000000,eps=0.500000,38,-19.4425,20.8423
sailing,UCT,bias=5.000000,eps=0.500000,39,-21.9425,21.7421
sailing,UCT,bias=5.000000,eps=0.500000,40,-21.0555,22.1661
