algorithm,seed,budget,evaluations,best_observed,post_mean_best_observed,post_median_best_observed,post_cvar20_best_observed,post_mean,post_median,post_cvar20,postselect_k
ProbeSwitch-MR-Robust(t=0.22),21,800,800,3692.7376104581267,6886.925774412673,6183.493751691964,11344.609841304502,7205.612786424599,6332.567076331778,12419.673023309047,5
ProbeSwitch-MR-Robust(t=0.22),22,800,800,1978.5081177177983,3612.8736430516246,3353.16739534123,5415.3409608494685,3624.7171385168485,3240.9198573376134,5789.438617948044,5
ProbeSwitch-MR-Robust(t=0.22),23,800,800,3357.4231542647303,10634.3779097915,7190.416443722301,26111.183965913795,9153.32840119134,6759.608180993576,20283.339881989854,5
ProbeSwitch-MR-Robust(t=0.22),24,800,800,6393.9887170694465,131256.01658272574,34459.82236099805,521733.8508129003,30255.43247399691,19676.101847461614,77960.90741432532,5
ProbeSwitch-MR-Robust(t=0.22),25,800,800,2619.2633993422223,11986.659945820507,7670.2345124528,30559.31104045412,9490.365102778134,7448.900311115114,19646.325449730495,5
ProbeSwitch-MR-Robust(t=0.22),26,800,800,1856.7687306386686,34835.51275328387,4420.956705513896,154548.98493456424,7147.347784698549,3700.429066284547,21584.219072764085,5
ProbeSwitch-MR-Robust(t=0.22),27,800,800,3800.5420027755017,337951.8386068478,15488.93667567705,1604136.5337134823,97865.55567546168,16061.8239654817,421067.33406677,5
ProbeSwitch-MR-Robust(t=0.22),28,800,800,5345.2754360843455,84292.70675740774,11617.124827808098,370695.40243207576,639603.738866846,12943.011763007198,3100975.3267347417,5
ProbeSwitch-MR-Robust(t=0.22),29,800,800,2316.733395984001,3948.8762347439197,3390.219450939667,6860.799834811858,3652.6990354116965,3422.71528415415,5343.824823930452,5
ProbeSwitch-MR-Robust(t=0.22),30,800,800,2195.621231046039,4702.785940847298,3756.3563745962815,9284.737005116047,5482.525374391089,3492.295595744993,14264.63552441057,5
ProbeSwitch-MR-Robust(t=0.22),31,800,800,2475.940866552556,11082.752877157936,7663.76363037115,26961.673720248782,8528.847058774021,5960.5219636807105,20350.23525283163,5
ProbeSwitch-MR-Robust(t=0.22),32,800,800,3170.0901616680167,39366.10017461392,7131.2605910631255,167805.99007799203,45835.58490194553,8064.923245889853,195852.58605825307,5
ProbeSwitch-MR-Robust(t=0.22),33,800,800,2847.512235011998,7857.314442402144,5479.737053396181,18201.852043060935,5832.899070933061,5165.551320117031,10246.625664928442,5
ProbeSwitch-MR-Robust(t=0.22),34,800,800,3814.614571049007,7861.276518817251,6278.022129536582,15803.269015781407,7814.52512590568,5983.718053325564,16203.70694815337,5
ProbeSwitch-MR-Robust(t=0.22),35,800,800,2270.3708917566582,5234.13578338611,4593.2331699702045,8933.756843063298,4521.7287149946505,3848.5848994457965,7843.370361794116,5
ProbeSwitch-MR-Robust(t=0.22),36,800,800,1817.37374921754,6642.638017314745,4740.324468916355,15037.918639827994,4662.207033598254,3816.0723692170536,8518.66413451525,5
ProbeSwitch-MR-Robust(t=0.22),37,800,800,3106.0811314407624,76446.48585514323,18346.923323917654,300614.24521663587,9889.301040061191,7304.359048764107,22555.137117853385,5
ProbeSwitch-MR-Robust(t=0.22),38,800,800,1843.8372434746748,4602.46298976373,4044.102595892048,7479.649736960965,3778.607053034967,3281.861514348875,6373.89465096212,5
ProbeSwitch-MR-Robust(t=0.22),39,800,800,1978.8249724468221,3378.3266645608883,3117.5520214263297,5070.702164935987,3435.5638986304593,3109.919883609904,5324.167186061701,5
ProbeSwitch-MR-Robust(t=0.22),40,800,800,4467.729895169969,36178.65412865309,11363.20235565626,136818.3013800705,12554.396166086699,10192.415972876768,24363.048734639153,5
ProbeSwitch-MR-Robust(t=0.22),41,800,800,2794.622872610792,7212.593071918902,4758.725716346174,17894.278608249293,5455.582718868598,4115.962804557118,11460.218329918212,5
ProbeSwitch-MR-Robust(t=0.22),42,800,800,1762.1353752450389,3496.3017420031792,3164.487467258753,5546.0843797186735,3303.1596910146973,3060.0622134983387,4770.743926917728,5
ProbeSwitch-MR-Robust(t=0.22),43,800,800,1948.149892330922,6509.042352735889,3137.410996526043,20049.30109260675,19117.33669385204,3194.9788713799912,82142.78398968864,5
ProbeSwitch-MR-Robust(t=0.22),44,800,800,2276.2793620237694,4492.967157885152,4202.6790274972955,7020.703590502788,4379.284972738649,3996.986133319141,6842.054064836529,5
ProbeSwitch-MR-Robust(t=0.22),45,800,800,2229.5994730261696,4470.047309825852,4132.482556893148,6482.767015607872,3864.9785640661935,3642.583231220904,5589.216126862693,5
ProbeSwitch-MR-Robust(t=0.22),46,800,800,8844.797413193262,2342470.422447549,316876.5646603299,9683633.194979133,1577509.4258498019,185863.94971927186,6625728.103150182,5
ProbeSwitch-MR-Robust(t=0.22),47,800,800,3257.426782389153,214818.97618820705,13644.62818834476,1008888.234202884,6926.842473158259,5225.970443109689,14803.71412208042,5
ProbeSwitch-MR-Robust(t=0.22),48,800,800,5819.951457040109,11485.714749501425,9928.598588972076,20613.698228457877,13336.633339310394,10075.181462451517,29544.883689534552,5
ProbeSwitch-MR-Robust(t=0.22),49,800,800,2588.695531934489,7659.5901089074905,4072.8578453789873,22304.649948224756,74301.83872435102,3803.2306413951774,351420.92666108307,5
ProbeSwitch-MR-Robust(t=0.22),50,800,800,2498.8142926742994,19762.30536636125,5589.3904396897215,76416.02602288067,9962.50949860753,7078.057884737516,23699.87494181849,5
