set_id,dim,lambda,mu,sigma_x,noise_sigma,M_RD,q_pair,M_topmu,update_dispersion_sq,update_cosine,f0,f_after_draw1,f_after_draw2,f_after_mean_update,E_f_after,Var_update,Jensen_gap,gap_over_half_var
15.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.0,0.0,0.9999999999993251,90.44716402182421,83.17325110193883,83.17325110193883,83.24582133487617,83.29915793132955,0.10667319290675478,0.05333659645337718,0.9999999999812472
16.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.3321904279249661,0.7904849042499177,71.62099837354175,68.23863190568643,68.53707689341687,68.50997785341868,68.53197669956678,0.043997692296251396,0.021998846148107987,0.999999999953738
17.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.06666666666666667,0.0,0.0,0.9999999999992576,66.6946108927761,62.511808334951205,62.511808334951205,62.57582343493764,62.65635434983801,0.1610618298007837,0.0805309149003719,0.9999999999873346
18.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.075,0.125,0.3293417879271898,0.8409994551596546,74.89323077115564,72.0154312606223,72.00299551235818,71.92698266813247,71.98739928899792,0.12083324173085047,0.0604166208654533,0.9999999999839128
19.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.0,0.0,0.9999999999991932,88.08147755245332,84.44195029916476,84.44195029916476,84.45218871064914,84.51241104498666,0.12044466867500457,0.06022233433752433,0.999999999983761
20.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.3011184142323525,0.8707016590998268,88.68776328301364,85.84440900020066,86.3469187897833,85.8623917812286,85.87069881767381,0.01661407289045014,0.008307036445216909,0.9999999998786375
21.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.0,0.0,0.999999999999368,89.154303826844,81.76214309968647,81.76214309968647,81.76396823724528,81.76573676237949,0.003537050268423055,0.0017685251342101083,0.9999999994337546
22.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.23711437333826987,0.9148864283934575,80.05776295304615,73.7175916064272,73.62274377034245,73.6340637192649,73.66084496331464,0.05356248809944446,0.02678124404974369,0.9999999999634619
23.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.075,0.125,0.33247273022876966,0.8636387611008919,70.32599867188999,67.52130389334013,67.75464604591085,67.62507057990048,67.70406579666897,0.15799043353696055,0.0789952167684902,0.9999999999874666
24.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.0,0.0,0.9999999999991406,89.61896814638463,84.88894796301898,84.88894796301898,84.89896672178664,84.9039557086029,0.00997797363250876,0.004988986816258034,0.9999999998002909
25.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.041666666666666664,0.0,0.0,0.9999999999992757,77.93650280223837,74.27257748629434,74.27257748629434,74.20882144591695,74.25717563716475,0.09670838249557992,0.04835419124779605,0.9999999999794453
26.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.05,0.125,0.26788582910301834,0.8836754741471843,92.461213458633,87.08286534584276,87.03278326874796,87.02128484441126,87.0551827977148,0.06779590660707813,0.033897953303551276,0.99999999997086
27.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.125,0.1862792811679562,0.9396089919938772,73.66415133250106,69.03465038921556,68.99328275598386,69.04710064296697,69.08802495599423,0.08184862605451836,0.040924313027261405,0.9999999999756191
28.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.0,0.0,0.9999999999992066,80.90761761751642,77.45614485544533,77.45614485544533,77.43925899664205,77.45028512054364,0.022052247803142282,0.01102612390158697,0.9999999999107418
29.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.075,0.125,0.2124042964507179,0.9504575415776684,57.647140645275606,52.223598591153305,52.200216556709464,52.270601230556096,52.32911553810332,0.11702861509443281,0.05851430754722742,0.9999999999830984
30.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.08333333333333333,0.125,0.30144959835660157,0.909004245932848,79.9065260602653,74.33860775442169,74.07126369913894,74.15728322432105,74.24841684243991,0.1822672362377449,0.09113361811886023,0.9999999999888929
31.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.06666666666666667,0.125,0.28548339828719405,0.8836765857707055,76.78145160059378,74.11339798837342,74.22327724651937,74.0979830396739,74.14256471603701,0.08916335272621514,0.04458167636310861,0.9999999999775926
32.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.075,0.0,0.0,0.9999999999990294,56.68512230738862,52.560762379843105,52.560762379843105,52.62993018536531,52.68007307276319,0.10028577479575655,0.05014288739788242,0.9999999999801397
33.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.09166666666666666,0.125,0.3678248292244764,0.8609934768498029,77.0309130936122,71.66594862718526,71.58406270576006,71.6055797629903,71.65410098835883,0.09704245073709074,0.04852122536853187,0.9999999999791124
34.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.1,0.25,0.6314186726733809,0.7531520828414799,81.26629606075599,78.70086411244641,78.99916428564856,78.68041469691556,78.74459986937873,0.12837034492628394,0.06418517246316924,0.9999999999848449
35.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.09166666666666666,0.25,0.5948407388609886,0.7497435680684276,133.85129520520005,134.13626311959197,134.84047465684884,134.42550855945677,134.53355434993694,0.2160915809603099,0.10804579048016194,0.9999999999908094
36.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.058333333333333334,0.0,0.0,0.9999999999994683,99.73665176830207,91.33401293065883,91.33401293065883,91.33401293065884,91.33401293065883,2.979018206475347e-29,-1.4210854715202004e-14,-0.014210854715202004
37.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.27667573838427967,0.921939580909558,101.68677035440449,94.91984337109757,94.78789189736912,94.81563193029614,94.842952603009,0.05464134542576472,0.027320672712860983,0.9999999999626152
38.0,40.0,16.0,8.0,0.5,1.0,0.1015625,0.125,0.125,0.2979628499661471,0.9030587638292813,70.59439834013105,64.71244746428358,64.61676444775554,64.64223009347711,64.71499440132753,0.1455286157008413,0.0727643078504201,0.9999999999862493
39.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.08333333333333333,0.125,0.24556758835651005,0.912689788180185,86.36816625703811,81.67642332215186,81.69915344760213,81.63730794981345,81.68772557291729,0.10083524620775755,0.050417623103840015,0.9999999999793969
40.0,40.0,16.0,8.0,0.5,1.0,0.0234375,0.025,0.125,0.3384723477400688,0.8919565517261563,79.51896305940458,76.16552267927669,76.04881985035487,76.00316383847384,76.08795201789255,0.16957635883746192,0.08478817941870886,0.9999999999879453
41.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.041666666666666664,0.0,0.0,0.99999999999925,101.63772310911017,94.99561712407056,94.99561712407056,94.98281762671397,95.02845476679863,0.09127428016933226,0.04563714008466491,0.9999999999780613
42.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.125,0.125,0.21922421946761228,0.8862642946449779,78.80536455760534,74.50041265392646,74.50379412300796,74.47965643130948,74.54798223008235,0.13665159754575834,0.06832579877287515,0.9999999999853053
43.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.125,0.28248107078799334,0.882876143380335,70.62561908125367,65.86009622468148,65.92063630842641,65.85638517024017,65.92451762699426,0.1362649135082151,0.06813245675408552,0.9999999999849993
44.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.08333333333333333,0.125,0.20376422728351734,0.9242788225377102,59.6429937244209,56.77473012222641,56.699414662054586,56.664990880090215,56.71428418508299,0.09858660998556251,0.049293304992772846,0.9999999999795427
45.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.06666666666666667,0.125,0.3241388392986482,0.8976661151598794,90.34143727142504,85.05881975822366,84.93519066447888,84.80540242093818,84.83201196863638,0.05321909539648658,0.02660954769820023,0.9999999999608014
46.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.09166666666666666,0.125,0.3820560174260269,0.862812683975204,45.81085130430238,45.65781071490051,45.60589540030898,45.25874692676617,45.321497849011806,0.12550184449124985,0.06275092224563394,0.9999999999842076
47.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.125,0.26827788760302596,0.8739560658160344,60.15237188632539,57.84069407946724,57.86717329761103,57.80757462056441,57.859445025274724,0.10374080942065814,0.05187040471031423,0.9999999999804352
48.0,40.0,16.0,8.0,0.5,1.0,0.015625,0.016666666666666666,0.0,0.0,0.9999999999990042,66.34809394253199,61.25798132906592,61.25798132906592,61.26229361008709,61.26722610344782,0.009864986721432593,0.004932493360726653,0.9999999997993623
49.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.125,0.4576208368310447,0.7864198327389844,88.42803703620646,84.17377885445484,84.64148491324006,84.2501501110291,84.28924748357723,0.0781947450961665,0.039097372548127396,0.999999999975552
50.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.05,0.0,0.0,0.9999999999990948,66.96489216396824,63.517231286299314,63.517231286299314,63.51129626391435,63.54451885016231,0.06644517249595307,0.03322258624795893,0.9999999999693702
51.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.0,0.0,0.9999999999991818,81.96681059561756,76.63480981122827,76.63480981122827,76.6911623185976,76.71982753245541,0.0573304277155718,0.028665213857806293,0.999999999965826
52.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.075,0.125,0.23013613318077258,0.925835862091417,53.76346607989344,49.80185016197527,49.76238638716704,49.779879341597415,49.80739057222201,0.055022461249209266,0.02751123062459726,0.9999999999633833
53.0,40.0,16.0,8.0,0.5,1.0,0.1015625,0.13333333333333333,0.25,0.5444430854285903,0.7213483798823269,64.54382036327742,64.03987296192517,63.55616085012387,63.69169705774237,63.76226318376891,0.14113225205306248,0.07056612602654155,0.9999999999859749
54.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.041666666666666664,0.125,0.2738800679171237,0.8804056915623235,88.37408060009462,83.49630572160775,83.610579304461,83.52993867997769,83.60365411916376,0.1474308783721896,0.07371543918607415,0.9999999999861541
55.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.1,0.125,0.3871204856373746,0.8816905940937376,88.40328833684157,80.60621669403506,80.87897467920402,80.64462070426,80.68566194710553,0.08208248569098121,0.04104124284552313,0.9999999999764267
56.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.0,0.0,0.9999999999993404,66.28212640772787,62.22027852903315,62.22027852903315,62.22582449013271,62.22902911911268,0.006409257959846975,0.0032046289799723127,0.9999999997031872
57.0,40.0,16.0,8.0,0.5,1.0,0.109375,0.14166666666666666,0.25,0.8871829148636144,0.7200399360441411,61.23895468113335,58.11530561120309,57.791568222817624,57.85109692842186,57.97089705226601,0.2396002476882602,0.11980012384415062,0.9999999999918241
58.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.075,0.125,0.30672656660984843,0.8866770872256134,62.66282354890802,59.57520119562424,59.77243149473618,59.602871484831,59.628523547097856,0.05130412453371476,0.025652062266857456,0.9999999999610198
59.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.11666666666666667,0.125,0.29634455351959543,0.8603481398953955,73.30558988292137,74.05758033653507,74.3037776023305,74.23466616095389,74.32318944543275,0.17704656895772314,0.08852328447885327,0.9999999999886098
60.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.09166666666666666,0.125,0.2390100467052259,0.9096863064903422,70.03081524686985,68.29614791150696,68.33956002116747,68.31606967776789,68.37355390889842,0.11496846226108592,0.05748423113053036,0.9999999999823848
61.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.0,0.0,0.9999999999992399,78.20783731240672,74.65010296284855,74.65010296284855,74.64554755142555,74.65387348791859,0.016651872986168107,0.008325936493037034,0.9999999998742459
62.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.08333333333333333,0.0,0.0,0.9999999999987884,86.43451906227175,81.9870524423293,81.9870524423293,82.01479960444432,82.02342162945163,0.017244050014685215,0.008622025007312573,0.9999999998805343
63.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.1,0.125,0.2869459100665526,0.8701670975751592,79.85913005241342,74.10407488464362,74.09062952823633,74.0667012927614,74.12432299401567,0.11524340250848594,0.057621701254277014,0.9999999999832362
64.0,40.0,16.0,8.0,0.5,1.0,0.1015625,0.13333333333333333,0.125,0.36430123672463666,0.8805689056431658,62.98689001227585,57.61364281947558,57.69777246354556,57.70744623360307,57.77164409169448,0.12839571618284298,0.06419785809141132,0.9999999999842646
65.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.06666666666666667,0.125,0.16170837938625676,0.9394078562185414,104.24720709623158,101.83505364891138,101.66659056553334,101.61825965256413,101.65630138292457,0.07608346072083776,0.038041730360433235,0.9999999999740905
66.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.25411377171697,0.9118374568333412,85.74235116184231,82.64944479511297,82.68860538371398,82.69321921190905,82.7659971302926,0.14555583676704525,0.07277791838355085,0.9999999999866473
67.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.125,0.2956651708104087,0.8420975386286734,96.07764569491032,92.7552395497695,92.86752091175205,92.80324947430104,92.85778583732278,0.1090727260434745,0.054536363021739476,0.9999999999817045
68.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.0,0.0,0.9999999999988031,86.99654971793736,83.50872223261004,83.50872223261004,83.50966404764084,83.5529530055602,0.08657791583873074,0.043288957919358495,0.9999999999767406
69.0,40.0,16.0,8.0,0.5,1.0,0.0234375,0.025,0.125,0.39912643177391477,0.8262800297626104,70.46523287280466,66.2230640011562,66.6325988325887,66.27679878148552,66.31665174504855,0.0797059271260645,0.03985296356302115,0.9999999999746292
70.0,40.0,16.0,8.0,0.5,1.0,0.125,0.15833333333333333,0.125,0.20833036295579618,0.9454387247220736,56.26987111404689,54.48333148871415,54.60748663302365,54.37159602955301,54.44834554130519,0.15349902350433867,0.07674951175217615,0.9999999999870594
71.0,40.0,16.0,8.0,0.5,1.0,0.0234375,0.025,0.0,0.0,0.9999999999992425,97.29329309698045,91.97872256354384,91.97872256354384,91.98707716630732,91.99581450166843,0.017474670722159063,0.008737335361118426,0.9999999998900001
72.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.08333333333333333,0.125,0.2945465377430192,0.8799682587738473,66.12506701897934,66.02586853978016,66.07589806050862,65.8355647068513,65.92662085951187,0.1821123053211274,0.09105615266057043,0.9999999999890916
73.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.08333333333333333,0.125,0.2868103020130825,0.895465632568842,69.56253958621416,64.09605461176369,64.05037861094392,64.086350006496,64.11357209152163,0.05444417005126716,0.027222085025627507,0.9999999999630421
74.0,40.0,16.0,8.0,0.5,1.0,0.015625,0.016666666666666666,0.0,0.0,0.9999999999991249,85.941239252844,82.2317261387146,82.2317261387146,82.24985564549435,82.25924928008101,0.018787269173280385,0.009393634586658095,0.9999999998954506
75.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.11666666666666667,0.25,0.619294369234879,0.7388109301805924,82.85393400712341,81.80467551413689,82.03574525543586,81.75713216833631,81.82774020057259,0.14121606447251234,0.07060803223627943,0.9999999999861666
76.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.11666666666666667,0.0,0.0,0.9999999999991629,81.80183133476903,78.7808910497454,78.7808910497454,78.742317194316,78.8089046199328,0.13317485123352624,0.06658742561680242,0.9999999999855723
77.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.0,0.0,0.9999999999994788,119.85338775469873,111.67066032545475,111.67066032545475,111.67006192215909,111.69174921067976,0.043374577041434145,0.021687288520666925,0.9999999999515778
78.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.2490821632897229,0.9401457963111707,87.84207574017519,84.26451308576779,84.31136922524662,84.26603221625156,84.30260740161107,0.07315037071904187,0.03657518535950999,0.9999999999723598
79.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.05,0.125,0.2918494301820267,0.8839006743197068,67.67542621102525,62.90942389444333,62.683036335805106,62.78125591792862,62.82036847934211,0.0782251228269984,0.03911256141348929,0.9999999999741794
80.0,40.0,16.0,8.0,0.5,1.0,0.0234375,0.025,0.0,0.0,0.9999999999991286,103.15721093685873,94.875721750354,94.875721750354,94.82534336881383,94.88817021504576,0.12565369246390826,0.06282684623192836,0.999999999983673
81.0,40.0,16.0,8.0,0.5,1.0,0.1015625,0.125,0.125,0.25246645682277186,0.9235545626729394,61.61724740492778,57.542995253760104,57.78486700390763,57.65434618831113,57.698028821349155,0.08736526607606784,0.04368263303802422,0.9999999999768856
82.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.125,0.125,0.19987472042811938,0.9268288830331934,64.86728012141967,61.9359938926973,61.823255765358255,61.88946108371907,61.94678469096617,0.11464721449419936,0.05732360724709906,0.9999999999825444
83.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.1,0.0,0.0,0.999999999999434,81.3383515547492,73.11017533455905,73.11017533455905,73.12486345911806,73.12882457455368,0.007922230871294074,0.00396111543561517,0.9999999997395008
84.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.041666666666666664,0.0,0.0,0.9999999999994661,53.568891251724466,51.370346707627895,51.370346707627895,51.23980711218026,51.32487734601321,0.1701404676659187,0.0850702338329512,0.9999999999881491
85.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.0,0.0,0.9999999999993189,91.28579191315042,88.18387175701446,88.18387175701446,88.20296750851747,88.21991480998605,0.033894602937154544,0.01694730146857637,0.9999999999409404
86.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.125,0.28845682406941076,0.910250330477953,120.92066317248955,111.75565602993152,112.16202251018743,111.75771278659319,111.75883076805852,0.0022359629307138174,0.0011179814653274889,0.9999999990792157
87.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.0,0.0,0.9999999999993595,66.0434548147498,57.872997723936514,57.872997723936514,57.928872082985805,57.94523093116206,0.032717696352559576,0.016358848176253105,0.99999999993724
88.0,40.0,16.0,8.0,0.5,1.0,0.0078125,0.008333333333333333,0.0,0.0,0.9999999999994976,91.79837897725179,87.04899401392902,87.04899401392902,87.09108998958483,87.13422062983418,0.08626128049867685,0.043130640249344765,0.9999999999769617
89.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.11666666666666667,0.125,0.2688522380453606,0.8577919125487224,74.99248005485286,70.2778578101214,70.30842592980368,70.28503258476259,70.32991012949647,0.08975508946775576,0.04487754473387895,0.999999999977741
90.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.041666666666666664,0.0,0.0,0.9999999999989058,70.5326163235049,65.21905949326779,65.21905949326779,65.28664452084953,65.3268603574879,0.08043167327671917,0.040215836638367364,0.9999999999753276
91.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.041666666666666664,0.0,0.0,0.9999999999993887,94.12685563760421,87.57412390744051,87.57412390744051,87.58297771120196,87.62463521163203,0.0833150008601771,0.041657500430062555,0.9999999999753708
92.0,40.0,16.0,8.0,0.5,1.0,0.0234375,0.03333333333333333,0.0,0.0,0.9999999999995269,119.99525894786015,112.489923688726,112.489923688726,112.48565735081603,112.53267835568826,0.09404200974441121,0.04702100487223504,0.999999999979359
93.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.075,0.0,0.0,0.9999999999988141,107.84686561959931,104.87493487482469,104.87493487482469,104.87678732347571,104.90188862829034,0.050202609629224564,0.025101304814626246,0.9999999999607179
94.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.1,0.25,0.6372663526131734,0.7159847776051489,52.31768336372209,50.44930257486278,50.78265324948834,50.559390093349556,50.62427718652289,0.12977418634666457,0.06488709317333274,0.9999999999845955
95.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.075,0.0,0.0,0.9999999999993588,103.70758459443584,98.95131018423025,98.95131018423025,98.80483136462482,98.84412834118018,0.07859395311062958,0.03929697655536302,0.9999999999757799
96.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.29645834504922564,0.8450663095597052,83.2121278938336,83.17846955997582,82.78474645129347,82.83558262774456,82.87055753462752,0.06994981376595445,0.03497490688296523,0.999999999971065
97.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.06666666666666667,0.125,0.2500328658852875,0.8886035176544141,115.60329753960428,112.70071731848878,112.62795581239307,112.69146903124849,112.72431373201154,0.06568940152609135,0.03284470076305013,0.9999999999696894
98.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.06666666666666667,0.125,0.23208489249988143,0.9245953494548034,79.24465806597719,76.60963807117955,76.79772267758338,76.42673551395809,76.45058827829813,0.04770552868005888,0.023852764340034582,0.9999999999582918
99.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.05,0.0,0.0,0.9999999999993937,104.96783994006314,97.88528086465277,97.88528086465277,97.89766749999265,97.93083740619025,0.06633981239523407,0.03316990619759963,0.9999999999693275
100.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.0,0.0,0.9999999999993269,74.8527943416269,72.57438785232061,72.57438785232061,72.51184482582497,72.56118475956106,0.09867986747215733,0.04933993373609269,0.9999999999800167
101.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.075,0.125,0.3181810383675664,0.8724829374705125,50.532245340268894,48.43798068398167,48.234668151178234,48.12430491190605,48.2117920817395,0.17497433966693146,0.08748716983345162,0.9999999999884084
102.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.10833333333333334,0.125,0.2674063390636727,0.912936456449219,84.0135397648037,84.14626265012392,84.36795502613731,84.31136920303983,84.42311843147738,0.22349845687511502,0.11174922843754587,0.9999999999909471
103.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.09166666666666666,0.0,0.0,0.9999999999991892,79.23700035529933,72.8557311847115,72.8557311847115,72.8601303376361,72.86237205884795,0.004483442423722936,0.0022417212118597263,0.9999999995531372
104.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.125,0.20198866717633046,0.9487279693211577,99.46005189606679,92.83848302500587,92.82225244365607,92.80415685520335,92.84373651873784,0.07915932706894266,0.03957966353449649,0.9999999999753703
105.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.125,0.25904457862938496,0.8962786559906203,84.4862629915959,80.3330522238404,80.43045006727998,80.35226952813653,80.37964815854244,0.054757260811863925,0.027378630405905824,0.9999999999625205
106.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.0,0.0,0.9999999999990212,68.0953595171461,62.39561462333788,62.39561462333788,62.45278974645192,62.50108446022126,0.09658942753864855,0.04829471376933725,0.9999999999795625
107.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.09166666666666666,0.125,0.2627901017065166,0.9105362664857801,57.801797183522105,54.84340348856927,54.734337257771855,54.76739457061581,54.825969213420855,0.11714928561010834,0.05857464280504843,0.9999999999828297
108.0,40.0,16.0,8.0,0.5,1.0,0.015625,0.016666666666666666,0.0,0.0,0.9999999999992817,78.91651147938731,73.07417891551634,73.07417891551634,73.02312404007733,73.06578010542003,0.08531213068541588,0.0426560653426975,0.9999999999763121
109.0,40.0,16.0,8.0,0.5,1.0,0.1015625,0.11666666666666667,0.125,0.3773107398460219,0.8933816373595664,76.5336496819268,70.57254571874475,70.16845599261327,70.08679643667335,70.13165621827554,0.08971956320438715,0.04485978160218451,0.9999999999775063
110.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.05,0.0,0.0,0.9999999999992376,105.56290972051899,99.89618622020288,99.89618622020288,99.87881924470321,99.904337047366,0.05103560532551382,0.025517802662790245,0.9999999999621181
