# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: Llama3.2-1B-INT8
# alg_count: 16, config_count: 16
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: LAYOUT_SEARCH_SPARSE24, dtype: int8, outdtype: bf16, warmup=5, repeat=30, verify=True
# M_list: [16, 128, 1024, 4096, 16384]
# NK_list: [(3072, 2048), (2048, 2048), (16384, 2048), (2048, 8192), (3072, 2752), (2048, 2752), (16384, 2752), (2048, 10944), (3072, 3072), (2048, 3072), (16384, 3072), (2048, 12288), (3072, 3296), (2048, 3296), (16384, 3296), (2048, 13120)]
M,N,K,layout,tops,lat_us,alg_id,split_k,workspace
16,2048,13120,NN_RC_Col,29.892933,28.764,1,1,3375104
16,2048,13120,NN_RC_Row,32.278572,26.638,0,1,3375104
16,2048,13120,NT_RR_Col,29.920671,28.737,1,1,3375104
16,2048,13120,NT_RR_Row,32.286331,26.631,0,1,3375104
16,2048,13120,TN_CC_Col,29.897366,28.759,1,1,3375104
16,2048,13120,TN_CC_Row,32.283745,26.634,0,1,3375104
16,2048,13120,TT_CR_Col,29.918449,28.739,1,1,3375104
16,2048,13120,TT_CR_Row,32.277279,26.639,0,1,3375104
16,3072,2048,NN_RC_Col,32.313591,6.230,1,1,786432
16,3072,2048,NN_RC_Row,32.285954,6.236,0,1,786432
16,3072,2048,NT_RR_Col,32.197830,6.253,1,1,786432
16,3072,2048,NT_RR_Row,32.274910,6.238,0,1,786432
16,3072,2048,TN_CC_Col,31.985031,6.294,1,1,786432
16,3072,2048,TN_CC_Row,32.269394,6.239,0,1,786432
16,3072,2048,TT_CR_Col,32.313591,6.230,1,1,786432
16,3072,2048,TT_CR_Row,32.302528,6.233,0,1,786432
16,3072,2752,NN_RC_Col,26.686060,10.138,1,1,1081344
16,3072,2752,NN_RC_Row,32.738392,8.263,0,1,1081344
16,3072,2752,NT_RR_Col,26.776215,10.103,1,1,1081344
16,3072,2752,NT_RR_Row,32.882710,8.227,0,1,1081344
16,3072,2752,TN_CC_Col,32.416195,8.346,1,1,1081344
16,3072,2752,TN_CC_Row,32.511768,8.321,0,1,1081344
16,3072,2752,TT_CR_Col,32.185825,8.405,1,1,1081344
16,3072,2752,TT_CR_Row,32.852890,8.235,0,1,1081344
16,3072,3072,NN_RC_Col,36.324802,8.314,1,1,1179648
16,3072,3072,NN_RC_Row,31.352768,9.632,0,1,1179648
16,3072,3072,NT_RR_Col,36.231831,8.335,1,1,1179648
16,3072,3072,NT_RR_Row,36.597145,8.252,0,1,1179648
16,3072,3072,TN_CC_Col,36.255028,8.330,1,1,1179648
16,3072,3072,TN_CC_Row,36.720562,8.224,0,1,1179648
16,3072,3072,TT_CR_Col,36.531036,8.267,1,1,1179648
16,3072,3072,TT_CR_Row,36.088657,8.368,0,1,1179648
16,3072,3296,NN_RC_Col,31.565973,10.265,1,1,1277952
16,3072,3296,NN_RC_Row,31.598812,10.254,0,1,1277952
16,3072,3296,NT_RR_Col,31.425552,10.310,1,1,1277952
16,3072,3296,NT_RR_Row,31.595524,10.255,0,1,1277952
16,3072,3296,TN_CC_Col,31.432053,10.308,1,1,1277952
16,3072,3296,TN_CC_Row,31.572533,10.262,0,1,1277952
16,3072,3296,TT_CR_Col,31.565973,10.265,1,1,1277952
16,3072,3296,TT_CR_Row,31.565973,10.265,0,1,1277952
16,16384,2048,NN_RC_Col,86.748795,12.378,1,1,4194304
16,16384,2048,NN_RC_Row,87.131744,12.323,0,1,4194304
16,16384,2048,NT_RR_Col,86.936081,12.351,1,1,4194304
16,16384,2048,NT_RR_Row,86.951111,12.349,0,1,4194304
16,16384,2048,TN_CC_Col,86.243401,12.450,1,1,4194304
16,16384,2048,TN_CC_Row,87.343422,12.293,0,1,4194304
16,16384,2048,TT_CR_Col,86.943596,12.350,1,1,4194304
16,16384,2048,TT_CR_Row,86.554863,12.405,0,1,4194304
16,16384,2752,NN_RC_Col,88.380463,16.325,1,1,5767168
16,16384,2752,NN_RC_Row,100.130508,14.410,0,1,5767168
16,16384,2752,NT_RR_Col,87.989525,16.398,1,1,5767168
16,16384,2752,NT_RR_Row,100.115685,14.412,0,1,5767168
16,16384,2752,TN_CC_Col,87.630409,16.465,1,1,5767168
16,16384,2752,TN_CC_Row,100.115685,14.412,0,1,5767168
16,16384,2752,TT_CR_Col,88.000984,16.396,1,1,5767168
16,16384,2752,TT_CR_Row,100.390610,14.372,0,1,5767168
16,16384,3072,NN_RC_Col,97.832672,16.463,1,1,6291456
16,16384,3072,NN_RC_Row,98.272011,16.389,0,1,6291456
16,16384,3072,NT_RR_Col,97.845352,16.461,1,1,6291456
16,16384,3072,NT_RR_Row,97.902443,16.451,0,1,6291456
16,16384,3072,TN_CC_Col,97.649185,16.494,1,1,6291456
16,16384,3072,TN_CC_Row,98.252823,16.393,0,1,6291456
16,16384,3072,TT_CR_Col,98.016846,16.432,1,1,6291456
16,16384,3072,TT_CR_Row,98.336006,16.379,0,1,6291456
16,16384,3296,NN_RC_Col,83.823143,20.615,1,1,6815744
16,16384,3296,NN_RC_Row,83.979576,20.577,0,1,6815744
16,16384,3296,NT_RR_Col,83.203217,20.769,1,1,6815744
16,16384,3296,NT_RR_Row,84.044922,20.561,0,1,6815744
16,16384,3296,TN_CC_Col,84.040558,20.562,1,1,6815744
16,16384,3296,TN_CC_Row,83.714867,20.642,0,1,6815744
16,16384,3296,TT_CR_Col,83.962166,20.581,1,1,6815744
16,16384,3296,TT_CR_Row,83.740814,20.636,0,1,6815744
128,2048,2048,NN_RC_Col,131.020813,8.195,1,1,524288
128,2048,2048,NN_RC_Row,170.615753,6.293,0,1,524288
128,2048,2048,NT_RR_Col,131.089066,8.191,1,1,524288
128,2048,2048,NT_RR_Row,171.692459,6.254,0,1,524288
128,2048,2048,TN_CC_Col,129.804367,8.272,1,1,524288
128,2048,2048,TN_CC_Row,172.457245,6.226,0,1,524288
128,2048,2048,TT_CR_Col,131.020813,8.195,1,1,524288
128,2048,2048,TT_CR_Row,171.868347,6.247,0,1,524288
128,2048,2752,NN_RC_Col,175.011398,8.244,1,1,720896
128,2048,2752,NN_RC_Row,175.533752,8.220,0,1,720896
128,2048,2752,NT_RR_Col,174.267334,8.279,1,1,720896
128,2048,2752,NT_RR_Row,174.694946,8.259,0,1,720896
128,2048,2752,TN_CC_Col,172.886383,8.346,1,1,720896
128,2048,2752,TN_CC_Row,173.975952,8.293,0,1,720896
128,2048,2752,TT_CR_Col,174.110321,8.287,1,1,720896
128,2048,2752,TT_CR_Row,174.717529,8.258,0,1,720896
128,2048,3072,NN_RC_Col,156.228607,10.309,1,1,786432
128,2048,3072,NN_RC_Row,194.031021,8.301,0,1,786432
128,2048,3072,NT_RR_Col,156.959396,10.261,1,1,786432
128,2048,3072,NT_RR_Row,193.360153,8.330,0,1,786432
128,2048,3072,TN_CC_Col,154.707932,10.411,1,1,786432
128,2048,3072,TN_CC_Row,194.706558,8.272,0,1,786432
128,2048,3072,TT_CR_Col,156.845261,10.269,1,1,786432
128,2048,3072,TT_CR_Row,194.681473,8.273,0,1,786432
128,2048,3296,NN_RC_Col,167.464325,10.319,1,1,851968
128,2048,3296,NN_RC_Row,168.299393,10.268,0,1,851968
128,2048,3296,NT_RR_Col,167.205078,10.335,1,1,851968
128,2048,3296,NT_RR_Row,168.229477,10.272,0,1,851968
128,2048,3296,TN_CC_Col,167.568253,10.313,1,1,851968
128,2048,3296,TN_CC_Row,168.177078,10.275,0,1,851968
128,2048,3296,TT_CR_Col,167.447006,10.320,1,1,851968
128,2048,3296,TT_CR_Row,167.568253,10.313,0,1,851968
128,2048,8192,NN_RC_Col,232.036636,18.510,1,1,2097152
128,2048,8192,NN_RC_Row,232.653336,18.461,0,1,2097152
128,2048,8192,NT_RR_Col,231.649506,18.541,1,1,2097152
128,2048,8192,NT_RR_Row,232.116882,18.503,0,1,2097152
128,2048,8192,TN_CC_Col,227.886795,18.847,1,1,2097152
128,2048,8192,TN_CC_Row,233.124832,18.423,0,1,2097152
128,2048,8192,TT_CR_Col,231.250427,18.573,1,1,2097152
128,2048,8192,TT_CR_Row,234.728424,18.298,0,1,2097152
128,2048,10944,NN_RC_Col,232.533386,24.675,1,1,2818048
128,2048,10944,NN_RC_Row,253.843369,22.604,0,1,2818048
128,2048,10944,NT_RR_Col,232.523331,24.676,1,1,2818048
128,2048,10944,NT_RR_Row,253.198135,22.661,0,1,2818048
128,2048,10944,TN_CC_Col,231.971832,24.735,1,1,2818048
128,2048,10944,TN_CC_Row,253.975189,22.592,0,1,2818048
128,2048,10944,TT_CR_Col,232.915985,24.635,1,1,2818048
128,2048,10944,TT_CR_Row,253.939224,22.595,0,1,2818048
128,2048,12288,NN_RC_Col,241.234863,26.706,1,1,3145728
128,2048,12288,NN_RC_Row,261.893921,24.599,0,1,3145728
128,2048,12288,NT_RR_Col,241.244522,26.705,1,1,3145728
128,2048,12288,NT_RR_Row,261.950714,24.594,0,1,3145728
128,2048,12288,TN_CC_Col,240.543137,26.783,1,1,3145728
128,2048,12288,TN_CC_Row,261.135284,24.671,0,1,3145728
128,2048,12288,TT_CR_Col,241.321625,26.697,1,1,3145728
128,2048,12288,TT_CR_Row,261.905304,24.598,0,1,3145728
128,2048,13120,NN_RC_Col,239.134583,28.765,1,1,3375104
128,2048,13120,NN_RC_Row,257.609650,26.702,0,1,3375104
128,2048,13120,NT_RR_Col,239.214432,28.755,1,1,3375104
128,2048,13120,NT_RR_Row,257.671417,26.695,0,1,3375104
128,2048,13120,TN_CC_Col,238.639023,28.825,1,1,3375104
128,2048,13120,TN_CC_Row,257.609650,26.702,0,1,3375104
128,2048,13120,TT_CR_Col,239.178925,28.759,1,1,3375104
128,2048,13120,TT_CR_Row,257.722900,26.690,0,1,3375104
128,3072,2048,NN_RC_Col,195.412125,8.242,1,1,786432
128,3072,2048,NN_RC_Row,255.577087,6.302,0,1,786432
128,3072,2048,NT_RR_Col,194.857330,8.266,1,1,786432
128,3072,2048,NT_RR_Row,253.901031,6.343,0,1,786432
128,3072,2048,TN_CC_Col,193.533646,8.322,1,1,786432
128,3072,2048,TN_CC_Row,252.711197,6.373,0,1,786432
128,3072,2048,TT_CR_Col,195.210007,8.251,1,1,786432
128,3072,2048,TT_CR_Row,253.219772,6.361,0,1,786432
128,3072,2752,NN_RC_Col,261.502045,8.276,1,1,1081344
128,3072,2752,NN_RC_Row,261.333649,8.282,0,1,1081344
128,3072,2752,NT_RR_Col,261.502045,8.276,1,1,1081344
128,3072,2752,NT_RR_Row,262.687012,8.239,0,1,1081344
128,3072,2752,TN_CC_Col,258.800323,8.363,1,1,1081344
128,3072,2752,TN_CC_Row,261.333649,8.282,0,1,1081344
128,3072,2752,TT_CR_Col,261.468384,8.277,1,1,1081344
128,3072,2752,TT_CR_Row,261.535767,8.275,0,1,1081344
128,3072,3072,NN_RC_Col,235.463562,10.260,1,1,1179648
128,3072,3072,NN_RC_Row,286.336792,8.437,0,1,1179648
128,3072,3072,NT_RR_Col,235.292343,10.268,1,1,1179648
128,3072,3072,NT_RR_Row,291.346039,8.292,0,1,1179648
128,3072,3072,TN_CC_Col,233.955582,10.326,1,1,1179648
128,3072,3072,TN_CC_Row,289.780457,8.337,0,1,1179648
128,3072,3072,TT_CR_Col,235.219040,10.271,1,1,1179648
128,3072,3072,TT_CR_Row,290.114532,8.327,0,1,1179648
128,3072,3296,NN_RC_Col,250.885300,10.332,1,1,1277952
128,3072,3296,NN_RC_Row,250.833511,10.334,0,1,1277952
128,3072,3296,NT_RR_Col,250.652390,10.341,1,1,1277952
128,3072,3296,NT_RR_Row,251.300415,10.315,0,1,1277952
128,3072,3296,TN_CC_Col,250.859390,10.333,1,1,1277952
128,3072,3296,TN_CC_Row,251.664764,10.300,0,1,1277952
128,3072,3296,TT_CR_Col,251.534500,10.305,1,1,1277952
128,3072,3296,TT_CR_Row,250.988953,10.327,0,1,1277952
128,16384,2048,NN_RC_Col,409.700012,20.966,0,1,4194304
128,16384,2048,NN_RC_Row,418.906799,20.506,1,1,4194304
128,16384,2048,NT_RR_Col,412.914154,20.803,0,1,4194304
128,16384,2048,NT_RR_Row,417.690033,20.565,1,1,4194304
128,16384,2048,TN_CC_Col,418.841431,20.509,0,1,4194304
128,16384,2048,TN_CC_Row,418.863220,20.508,1,1,4194304
128,16384,2048,TT_CR_Col,418.950348,20.503,0,1,4194304
128,16384,2048,TT_CR_Row,418.950348,20.503,1,1,4194304
128,16384,2752,NN_RC_Col,433.025391,26.656,0,1,5767168
128,16384,2752,NN_RC_Row,433.094696,26.652,1,1,5767168
128,16384,2752,NT_RR_Col,432.748322,26.673,0,1,5767168
128,16384,2752,NT_RR_Row,433.112030,26.651,1,1,5767168
128,16384,2752,TN_CC_Col,432.454315,26.691,0,1,5767168
128,16384,2752,TN_CC_Row,433.233429,26.643,1,1,5767168
128,16384,2752,TT_CR_Col,432.575287,26.684,0,1,5767168
128,16384,2752,TT_CR_Row,432.437042,26.692,1,1,5767168
128,16384,3072,NN_RC_Col,442.751740,29.102,0,1,6291456
128,16384,3072,NN_RC_Row,447.707520,28.780,1,1,6291456
128,16384,3072,NT_RR_Col,441.457275,29.187,0,1,6291456
128,16384,3072,NT_RR_Row,448.089478,28.755,1,1,6291456
128,16384,3072,TN_CC_Col,444.037476,29.018,0,1,6291456
128,16384,3072,TN_CC_Row,441.424988,29.189,1,1,6291456
128,16384,3072,TT_CR_Col,441.183167,29.205,0,1,6291456
128,16384,3072,TT_CR_Row,447.028168,28.823,1,1,6291456
128,16384,3296,NN_RC_Col,421.188782,32.822,0,1,6815744
128,16384,3296,NN_RC_Row,420.915161,32.844,1,1,6815744
128,16384,3296,NT_RR_Col,421.599792,32.790,0,1,6815744
128,16384,3296,NT_RR_Row,419.837982,32.928,1,1,6815744
128,16384,3296,TN_CC_Col,421.092957,32.830,0,1,6815744
128,16384,3296,TN_CC_Row,421.654663,32.786,1,1,6815744
128,16384,3296,TT_CR_Col,421.764435,32.778,0,1,6815744
128,16384,3296,TT_CR_Row,421.572357,32.793,1,1,6815744
1024,2048,2048,NN_RC_Col,418.297516,20.535,0,1,524288
1024,2048,2048,NN_RC_Row,412.744781,20.812,1,1,524288
1024,2048,2048,NT_RR_Col,417.560089,20.572,0,1,524288
1024,2048,2048,NT_RR_Row,411.879272,20.855,1,1,524288
1024,2048,2048,TN_CC_Col,417.625000,20.569,0,1,524288
1024,2048,2048,TN_CC_Row,416.825256,20.608,1,1,524288
1024,2048,2048,TT_CR_Col,418.514862,20.525,0,1,524288
1024,2048,2048,TT_CR_Row,417.365326,20.581,1,1,524288
1024,2048,2752,NN_RC_Col,467.523743,24.689,0,1,720896
1024,2048,2752,NN_RC_Row,433.754333,26.611,1,1,720896
1024,2048,2752,NT_RR_Col,466.334991,24.752,0,1,720896
1024,2048,2752,NT_RR_Row,432.904144,26.663,1,1,720896
1024,2048,2752,TN_CC_Col,466.817810,24.726,0,1,720896
1024,2048,2752,TN_CC_Row,433.008057,26.657,1,1,720896
1024,2048,2752,TT_CR_Col,463.856323,24.884,0,1,720896
1024,2048,2752,TT_CR_Row,432.869476,26.666,1,1,720896
1024,2048,3072,NN_RC_Col,459.265259,28.055,0,1,786432
1024,2048,3072,NN_RC_Row,448.938751,28.701,1,1,786432
1024,2048,3072,NT_RR_Col,456.885498,28.202,0,1,786432
1024,2048,3072,NT_RR_Row,448.872040,28.705,1,1,786432
1024,2048,3072,TN_CC_Col,455.816589,28.268,0,1,786432
1024,2048,3072,TN_CC_Row,448.671967,28.718,1,1,786432
1024,2048,3072,TT_CR_Col,462.306061,27.871,0,1,786432
1024,2048,3072,TT_CR_Row,445.314301,28.934,1,1,786432
1024,2048,3296,NN_RC_Col,409.297302,33.776,0,1,851968
1024,2048,3296,NN_RC_Row,408.974396,33.803,1,1,851968
1024,2048,3296,NT_RR_Col,407.662323,33.911,0,1,851968
1024,2048,3296,NT_RR_Row,409.789093,33.735,1,1,851968
1024,2048,3296,TN_CC_Col,407.201172,33.950,0,1,851968
1024,2048,3296,TN_CC_Row,412.187103,33.539,1,1,851968
1024,2048,3296,TT_CR_Col,409.737244,33.740,0,1,851968
1024,2048,3296,TT_CR_Row,411.245392,33.616,1,1,851968
1024,2048,8192,NN_RC_Col,538.135498,63.850,0,1,2097152
1024,2048,8192,NN_RC_Row,534.572266,64.275,1,1,2097152
1024,2048,8192,NT_RR_Col,539.099182,63.735,0,1,2097152
1024,2048,8192,NT_RR_Row,532.856750,64.482,1,1,2097152
1024,2048,8192,TN_CC_Col,540.501282,63.570,0,1,2097152
1024,2048,8192,TN_CC_Row,533.527466,64.401,1,1,2097152
1024,2048,8192,TT_CR_Col,538.801636,63.771,0,1,2097152
1024,2048,8192,TT_CR_Row,538.666443,63.787,1,1,2097152
1024,2048,10944,NN_RC_Col,548.002747,83.763,0,1,2818048
1024,2048,10944,NN_RC_Row,546.568970,83.983,1,1,2818048
1024,2048,10944,NT_RR_Col,545.820190,84.098,0,1,2818048
1024,2048,10944,NT_RR_Row,548.918518,83.623,1,1,2818048
1024,2048,10944,TN_CC_Col,548.498657,83.687,0,1,2818048
1024,2048,10944,TN_CC_Row,545.011475,84.223,1,1,2818048
1024,2048,10944,TT_CR_Col,545.751038,84.109,0,1,2818048
1024,2048,10944,TT_CR_Row,546.180420,84.043,1,1,2818048
1024,2048,12288,NN_RC_Col,529.777771,97.285,0,1,3145728
1024,2048,12288,NN_RC_Row,531.613831,96.949,1,1,3145728
1024,2048,12288,NT_RR_Col,528.664856,97.490,0,1,3145728
1024,2048,12288,NT_RR_Row,531.689880,96.935,1,1,3145728
1024,2048,12288,TN_CC_Col,526.441528,97.902,0,1,3145728
1024,2048,12288,TN_CC_Row,532.340149,96.817,1,1,3145728
1024,2048,12288,TT_CR_Col,524.174255,98.325,0,1,3145728
1024,2048,12288,TT_CR_Row,533.863464,96.541,1,1,3145728
1024,2048,13120,NN_RC_Col,536.495422,102.572,0,1,3375104
1024,2048,13120,NN_RC_Row,529.872131,103.854,1,1,3375104
1024,2048,13120,NT_RR_Col,536.741089,102.525,0,1,3375104
1024,2048,13120,NT_RR_Row,530.695190,103.693,1,1,3375104
1024,2048,13120,TN_CC_Col,534.239868,103.005,0,1,3375104
1024,2048,13120,TN_CC_Row,529.600159,103.907,1,1,3375104
1024,2048,13120,TT_CR_Col,533.482971,103.151,0,1,3375104
1024,2048,13120,TT_CR_Row,529.176392,103.990,1,1,3375104
1024,3072,2048,NN_RC_Col,446.581970,28.852,0,1,786432
1024,3072,2048,NN_RC_Row,433.317627,29.735,1,1,786432
1024,3072,2048,NT_RR_Col,447.259888,28.809,0,1,786432
1024,3072,2048,NT_RR_Row,433.162262,29.746,1,1,786432
1024,3072,2048,TN_CC_Col,447.044739,28.822,0,1,786432
1024,3072,2048,TN_CC_Row,433.255432,29.740,1,1,786432
1024,3072,2048,TT_CR_Col,447.989777,28.762,0,1,786432
1024,3072,2048,TT_CR_Row,432.386993,29.799,1,1,786432
1024,3072,2752,NN_RC_Col,468.969025,36.919,0,1,1081344
1024,3072,2752,NN_RC_Row,468.617004,36.947,1,1,1081344
1024,3072,2752,NT_RR_Col,467.887573,37.005,0,1,1081344
1024,3072,2752,NT_RR_Row,468.576416,36.950,1,1,1081344
1024,3072,2752,TN_CC_Col,468.535828,36.954,0,1,1081344
1024,3072,2752,TN_CC_Row,468.603516,36.948,1,1,1081344
1024,3072,2752,TT_CR_Col,468.495300,36.957,0,1,1081344
1024,3072,2752,TT_CR_Row,468.711731,36.940,1,1,1081344
1024,3072,3072,NN_RC_Col,471.429504,40.997,0,1,1179648
1024,3072,3072,NN_RC_Row,471.319122,41.007,1,1,1179648
1024,3072,3072,NT_RR_Col,470.303772,41.095,0,1,1179648
1024,3072,3072,NT_RR_Row,471.404999,40.999,1,1,1179648
1024,3072,3072,TN_CC_Col,471.441803,40.996,0,1,1179648
1024,3072,3072,TN_CC_Row,471.380463,41.002,1,1,1179648
1024,3072,3072,TT_CR_Col,471.319122,41.007,0,1,1179648
1024,3072,3072,TT_CR_Row,471.552185,40.987,1,1,1179648
1024,3072,3296,NN_RC_Col,438.641693,47.275,0,1,1277952
1024,3072,3296,NN_RC_Row,437.890747,47.356,1,1,1277952
1024,3072,3296,NT_RR_Col,436.867401,47.467,0,1,1277952
1024,3072,3296,NT_RR_Row,435.702209,47.594,1,1,1277952
1024,3072,3296,TN_CC_Col,438.839691,47.253,0,1,1277952
1024,3072,3296,TN_CC_Row,437.555664,47.392,1,1,1277952
1024,3072,3296,TT_CR_Col,439.772827,47.153,0,1,1277952
1024,3072,3296,TT_CR_Row,435.146362,47.654,1,1,1277952
1024,16384,2048,NN_RC_Col,577.265015,119.043,0,1,4194304
1024,16384,2048,NN_RC_Row,578.145691,118.862,1,1,4194304
1024,16384,2048,NT_RR_Col,578.124939,118.866,0,1,4194304
1024,16384,2048,NT_RR_Row,578.529846,118.783,1,1,4194304
1024,16384,2048,TN_CC_Col,577.177124,119.061,0,1,4194304
1024,16384,2048,TN_CC_Row,578.218323,118.847,1,1,4194304
1024,16384,2048,TT_CR_Col,576.459229,119.210,0,1,4194304
1024,16384,2048,TT_CR_Row,578.576660,118.773,1,1,4194304
1024,16384,2752,NN_RC_Col,598.655884,154.249,0,1,5767168
1024,16384,2752,NN_RC_Row,587.200867,157.258,1,1,5767168
1024,16384,2752,NT_RR_Col,600.437195,153.791,0,1,5767168
1024,16384,2752,NT_RR_Row,587.153076,157.270,1,1,5767168
1024,16384,2752,TN_CC_Col,599.090942,154.137,0,1,5767168
1024,16384,2752,TN_CC_Row,587.408020,157.202,1,1,5767168
1024,16384,2752,TT_CR_Col,598.883667,154.190,0,1,5767168
1024,16384,2752,TT_CR_Row,587.723083,157.118,1,1,5767168
1024,16384,3072,NN_RC_Col,595.736328,173.028,0,1,6291456
1024,16384,3072,NN_RC_Row,599.256897,172.012,1,1,6291456
1024,16384,3072,NT_RR_Col,596.976501,172.669,0,1,6291456
1024,16384,3072,NT_RR_Row,599.022888,172.079,1,1,6291456
1024,16384,3072,TN_CC_Col,596.501099,172.806,0,1,6291456
1024,16384,3072,TN_CC_Row,599.494812,171.943,1,1,6291456
1024,16384,3072,TT_CR_Col,595.083313,173.218,0,1,6291456
1024,16384,3072,TT_CR_Row,599.011719,172.082,1,1,6291456
1024,16384,3296,NN_RC_Col,535.462402,206.542,0,1,6815744
1024,16384,3296,NN_RC_Row,532.251831,207.788,1,1,6815744
1024,16384,3296,NT_RR_Col,537.190735,205.877,0,1,6815744
1024,16384,3296,NT_RR_Row,532.779724,207.582,1,1,6815744
1024,16384,3296,TN_CC_Col,536.448669,206.162,0,1,6815744
1024,16384,3296,TN_CC_Row,532.790710,207.578,1,1,6815744
1024,16384,3296,TT_CR_Col,534.556885,206.892,0,1,6815744
1024,16384,3296,TT_CR_Row,532.434937,207.716,1,1,6815744
4096,2048,2048,NN_RC_Col,525.262634,65.414,0,1,524288
4096,2048,2048,NN_RC_Row,538.576355,63.797,1,1,524288
4096,2048,2048,NT_RR_Col,527.438538,65.145,0,1,524288
4096,2048,2048,NT_RR_Row,531.783508,64.612,1,1,524288
4096,2048,2048,TN_CC_Col,523.181030,65.675,0,1,524288
4096,2048,2048,TN_CC_Row,537.408325,63.936,1,1,524288
4096,2048,2048,TT_CR_Col,524.117371,65.557,0,1,524288
