dataset,baseline,sample_size,mse,mse_se,aug_mse,aug_mse_se,delta_mse,delta_mse_se,p_wilcoxon,p_wilcoxon_se,should_proceed,n_seeds
623_fri_c4_1000_10,xgboost,600,0.0026399278530518868,8.716600198986044e-05,0.0024164539668442863,7.363212589093128e-05,-7.9354193387313865,2.237646621960586,0.0011067708333333333,8.872202394130817e-05,True,15
623_fri_c4_1000_10,xgboost,800,0.0016464314095321134,8.129532952971217e-05,0.0016115412987248066,9.132148899913367e-05,-2.2333281884821483,2.08106861046031,0.0014322916666666666,0.0002673011135267841,True,15
623_fri_c4_1000_10,xgboost,1000,0.0015241163439216332,4.747332444462338e-05,0.0014538045596203934,6.238214431506448e-05,-4.585585395039146,2.936622298580453,0.0012369791666666666,0.00026041666666666666,True,15
ConcreteCompressiveStrength,mlp,201,0.010333808782161006,0.0010631799785313894,0.007925457551668241,0.0005152664926640833,-17.804757395838116,5.9007882572636055,0.0011067708333333333,8.872202394130817e-05,True,15
ConcreteCompressiveStrength,mlp,402,0.006354564166096593,0.0005529723850845063,0.004955539685525066,0.0003784710553144548,-19.826531840083103,2.912079860545391,0.001171875,0.0001413568094640129,True,15
ConcreteCompressiveStrength,mlp,603,0.006024494626080234,0.00014587014626003575,0.004939000665789501,0.00014055008814851507,-17.63666389373825,2.544832023819683,0.0027994791666666667,0.001551025888679383,True,15
ConcreteCompressiveStrength,mlp,804,0.004966003732014319,0.0002646016247677915,0.003612317308383947,0.00013124853781032683,-24.76763948114132,4.212106953911056,0.0018880208333333333,0.000844205147117184,True,15
ConcreteCompressiveStrength,mlp,1005,0.00422389417217762,0.00025016696299213424,0.0030642383857213467,0.00016645995260581095,-26.89615264428095,1.7780957418145622,0.0009765625,0.0,True,15
ConcreteCompressiveStrength,xgboost,201,0.007765853863829126,0.0007069139958510317,0.00701098144403838,0.0006509562540809395,-8.00974107628733,3.7666552285780392,0.0027994791666666667,0.0012674428602820168,True,15
ConcreteCompressiveStrength,xgboost,402,0.0049293004087519405,0.00036100087433697716,0.004532390951777347,0.00037942223378005524,-8.433736224392831,2.785262448651469,0.005859375,0.0033855955195429654,True,15
ConcreteCompressiveStrength,xgboost,603,0.004733476786791907,0.00025146805988253515,0.004268890654064308,0.00024678451171671425,-9.74781832878853,2.2301243248101112,0.0022786458333333335,0.0005529749440548641,True,15
ConcreteCompressiveStrength,xgboost,804,0.0036512537310472936,0.0001725641111168185,0.00306787827723304,0.00014975095639691631,-15.72496663695553,1.9381158369987201,0.0024088541666666668,0.0011627975976231605,True,15
ConcreteCompressiveStrength,xgboost,1005,0.002898034767656613,0.000101737955647777,0.0025594153357846195,0.00013095231074118508,-12.186742199668496,2.05910694099937,0.0099609375,0.007615995022653432,True,15
EnergyEfficiency,mlp,153,0.005830592219632753,0.0004923365247014082,0.004257812479522047,0.00047947945340217,-25.102809284740683,7.030927535127088,0.010872395833333333,0.00453451472257189,True,15
EnergyEfficiency,mlp,306,0.00321346793223968,0.00014940590237286,0.00233213607944606,0.00021425336998858667,-28.125661570120947,5.0047028857921605,0.0029296875,0.0012017218452766757,True,15
EnergyEfficiency,mlp,459,0.00188399160240418,0.00015603784211425128,0.00106303910909458,0.00013043583599724222,-42.98405869331766,4.81094829451434,0.0009765625,0.0,True,15
EnergyEfficiency,mlp,612,0.0009058151969187733,8.161031361617964e-05,0.0005222331611956666,5.510309449363874e-05,-40.709621836991325,4.023720435705322,0.0014322916666666666,0.0002837824833034293,True,15
EnergyEfficiency,mlp,765,0.00052737535226538,7.769704928579453e-05,0.00034796770941769334,3.3006787039559686e-05,-28.30554218361815,4.412493904976289,0.013020833333333334,0.009036522659987868,True,15
EnergyEfficiency,xgboost,153,0.0039908880398226865,0.00050120035912713,0.0034449311313015864,0.0005203860080073434,-13.32987458494084,7.980613707691793,0.061783854166666666,0.026537059351253802,True,15
EnergyEfficiency,xgboost,306,0.0023316135129231603,0.00014955289546525065,0.0020609256057774203,0.0001533895532850398,-12.204467636664496,3.250928531530239,0.0345703125,0.01773035726135098,True,15
EnergyEfficiency,xgboost,459,0.0016528976983454537,0.00011955720795346049,0.00143154696716728,0.00011635189021822712,-10.548597213629156,6.134272112861384,0.025325520833333334,0.00794476639515201,True,15
EnergyEfficiency,xgboost,612,0.0012807429146916998,7.674295275897912e-05,0.0009984679987171134,6.371117635226204e-05,-19.349168088994528,5.529827097508762,0.014908854166666667,0.005199432032754313,True,15
EnergyEfficiency,xgboost,765,0.0009675013237280399,6.454208927888122e-05,0.0007612863356135335,6.738598103115305e-05,-20.960276522224618,4.526380022521437,0.0419921875,0.01409256561944869,True,15
HousePrice,mlp,200,0.0010206246291154532,0.00011674049653587094,0.0005719088110625732,7.057208055940598e-05,-40.56621484072568,4.999737183786245,0.00234375,0.00047460382522965293,True,15
HousePrice,mlp,400,0.0004099529677176933,3.198092295817179e-05,0.0002487452412481734,1.4787413190560755e-05,-37.020234921823324,3.840656192742168,0.0016276041666666667,0.0004005739484255585,True,15
HousePrice,mlp,600,0.00029049572569739995,2.4406583622624475e-05,0.00019724017120076,1.6901513568240834e-05,-30.135729935509872,3.9026214293182093,0.0049479166666666664,0.0034354842800314563,True,15
HousePrice,mlp,800,0.0002315977066465667,1.0863787607288053e-05,0.00015768257833213332,6.734579738543379e-06,-30.324565500717345,4.241247433312939,0.0012369791666666666,0.00014967891498726823,True,15
HousePrice,mlp,1000,0.00019217425270924,1.2341096829607811e-05,0.00013772507272733332,5.945077990946399e-06,-26.966219229345256,2.6221945415996317,0.002018229166666667,0.0005833482805270359,True,15
HousePrice,xgboost,200,0.0007851707655888934,8.71400645345746e-05,0.00063527426342584,5.0365802967837894e-05,-14.229071226344832,4.926689911177535,0.0014322916666666666,0.00026730111352678406,True,15
HousePrice,xgboost,400,0.00032747939456796,2.0128487068289206e-05,0.00030974619234169337,2.1145478465844962e-05,-5.39357942002246,2.3430125133977264,0.0037109375,0.002734375,True,15
HousePrice,xgboost,600,0.0002696999246602934,1.7186685333141055e-05,0.0002552407751859667,1.6788846850290348e-05,-4.874002315591838,2.8168059210858996,0.0015625,0.000390625,True,15
HousePrice,xgboost,800,0.00024297551572004,9.829991250211808e-06,0.00021986058734204002,1.1680896831079052e-05,-9.856522073889408,2.0664881062770277,0.0033854166666666668,0.0017230215566440884,True,15
HousePrice,xgboost,1000,0.00019552077039967336,6.663304878811034e-06,0.0001826318198593333,6.806182371304375e-06,-6.495108494063568,1.93974416542759,0.0013020833333333333,0.0002638813422453703,True,15
ParkinsonsTelemonitoring,mlp,1175,0.0016495489339233866,0.0001196524807794351,0.0010132340497966733,6.014777751507584e-05,-36.17452434337756,4.038657365705357,0.0011067708333333333,8.872202394130817e-05,True,15
ParkinsonsTelemonitoring,mlp,2350,0.0007987489039512131,4.928913154075879e-05,0.0005371293398862333,3.269855559081562e-05,-31.823810336981808,2.6262858021451216,0.0069010416666666664,0.004293350601861091,True,15
ParkinsonsTelemonitoring,mlp,3525,0.0004837592094106733,2.968861198256877e-05,0.0002963743601979667,1.7918107305751135e-05,-36.59654844682079,4.0989237849208555,0.002734375,0.0012722112851761159,True,15
ParkinsonsTelemonitoring,mlp,4700,0.00042215059476816,3.1935001394847235e-05,0.00021291476339636,1.1317074881580871e-05,-46.40300976679824,4.22316874322813,0.004036458333333334,0.0020942041066867837,True,15
ParkinsonsTelemonitoring,mlp,5875,0.00025947054638376005,2.4757141731443964e-05,0.0001288981943626168,1.2688873167968044e-05,-47.226131969506476,4.786116145428558,0.011002604166666667,0.009068027892094868,True,15
ParkinsonsTelemonitoring,xgboost,1175,0.0007856492598911598,2.6691070276067588e-05,0.0007199846649898601,3.168252592751381e-05,-8.399820264425273,2.473321465139284,0.0010416666666666667,6.510416666666667e-05,True,15
ParkinsonsTelemonitoring,xgboost,2350,0.00034394283183382667,1.880373332459174e-05,0.0003171072353439867,1.3479680790829361e-05,-6.60006439129508,2.9061310287960387,0.0083984375,0.004206080443829243,True,15
ParkinsonsTelemonitoring,xgboost,3525,0.0002069116369886533,1.2324670688843219e-05,0.00019984067365186,1.2241700840518263e-05,-2.794173486130069,3.472834354141661,0.04342447916666667,0.024170260858964458,True,15
ParkinsonsTelemonitoring,xgboost,4700,0.00014753937938048002,6.9981173843151805e-06,0.00013823910987225332,7.584095849490515e-06,-6.264352924558938,2.485966653813868,0.020377604166666667,0.0062442329078282195,True,15
ParkinsonsTelemonitoring,xgboost,5875,0.00010994029436233126,8.257147647534302e-06,0.00011272575896131764,1.0764128381020816e-05,1.6511605331699408,3.888201546702665,0.2736328125,0.09840173972818604,False,15
WineQuality,mlp,1063,0.02291201470991979,0.0009125967229871326,0.0228354157570784,0.001334578039697936,-0.34139397839040836,3.407982602701152,0.00546875,0.0023281974061926925,True,15
WineQuality,mlp,2126,0.015394431545509292,0.0002680644989686506,0.014581194232545898,0.0003351211813290568,-5.241386941799819,1.6335678324078287,0.0024739583333333332,0.0008779584561112457,True,15
WineQuality,mlp,3189,0.014784329580198539,0.00023725389761395169,0.014225129486948113,0.00024598595603833086,-3.629345741585569,1.562655491801616,0.010807291666666666,0.005512311447066406,True,15
WineQuality,mlp,4252,0.013862333669849227,0.0002815128788399443,0.013234682232550895,0.0002539762160399196,-4.443849434236042,0.8502553375265729,0.012434895833333333,0.004022483248103689,True,15
WineQuality,mlp,5315,0.013971622941610506,0.00016859719560205334,0.013278614632335968,0.000199023578537729,-4.985383228444988,0.6113272984000266,0.025520833333333333,0.008294003637674983,True,15
WineQuality,xgboost,1063,0.02057339517180778,0.0005777868049144516,0.0206208483277386,0.0005574912216292987,0.3061982376425931,0.7807428869328779,0.0013020833333333333,0.0002638813422453703,True,15
WineQuality,xgboost,2126,0.014156959254432246,0.00029688705285315774,0.01429370648055208,0.0002978795715171916,1.0137271685624634,0.758288989934203,0.0013020833333333333,0.00018249085630904559,True,15
WineQuality,xgboost,3189,0.013909646918249764,0.00019556674085616777,0.013857210172331458,0.0001686365917492584,-0.3260641406473424,0.5004073738738855,0.001171875,0.0001413568094640129,True,15
WineQuality,xgboost,4252,0.013320181609986033,0.00024651025655693663,0.013242733133175175,0.0002713593515121087,-0.6125278283986498,0.46117875805672454,0.0011067708333333333,8.872202394130817e-05,True,15
WineQuality,xgboost,5315,0.013319018437263488,0.00012748110143453125,0.013177298770381325,0.0001453462917697341,-1.0787359371722367,0.30623570376206033,0.0009765625,0.0,True,15
