probe_value_key,threshold,n_non_ties,accuracy,correct,pred_berw_count,pred_berw_rate,pred_cma_label_cma,pred_cma_label_berw,pred_berw_label_cma,pred_berw_label_berw
variance_rel_sd,0.085,450,0.5777777777777777,260,226,0.5022222222222222,159,65,125,101
variance_rel_sd,0.09,450,0.5777777777777777,260,226,0.5022222222222222,159,65,125,101
variance_rel_sd,0.095,450,0.58,261,225,0.5,160,65,124,101
variance_rel_sd,0.1,450,0.58,261,225,0.5,160,65,124,101
variance_rel_sd,0.105,450,0.5822222222222222,262,224,0.49777777777777776,161,65,123,101
variance_rel_sd,0.11,450,0.5822222222222222,262,224,0.49777777777777776,161,65,123,101
variance_rel_sd,0.115,450,0.5844444444444444,263,223,0.4955555555555556,162,65,122,101
variance_rel_sd,0.12,450,0.5844444444444444,263,223,0.4955555555555556,162,65,122,101
variance_rel_sd,0.125,450,0.5844444444444444,263,223,0.4955555555555556,162,65,122,101
variance_rel_sd,0.13,450,0.5866666666666667,264,222,0.49333333333333335,163,65,121,101
variance_rel_sd,0.135,450,0.5888888888888889,265,221,0.4911111111111111,164,65,120,101
variance_rel_sd,0.14,450,0.5888888888888889,265,221,0.4911111111111111,164,65,120,101
variance_rel_sd,0.145,450,0.5911111111111111,266,220,0.4888888888888889,165,65,119,101
variance_rel_sd,0.15,450,0.5911111111111111,266,220,0.4888888888888889,165,65,119,101
variance_rel_sd,0.155,450,0.5911111111111111,266,220,0.4888888888888889,165,65,119,101
variance_rel_sd,0.16,450,0.5911111111111111,266,220,0.4888888888888889,165,65,119,101
variance_rel_sd,0.165,450,0.5911111111111111,266,220,0.4888888888888889,165,65,119,101
variance_rel_sd,0.17,450,0.5911111111111111,266,220,0.4888888888888889,165,65,119,101
variance_rel_sd,0.17500000000000002,450,0.5911111111111111,266,220,0.4888888888888889,165,65,119,101
variance_rel_sd,0.18,450,0.5888888888888889,265,219,0.4866666666666667,165,66,119,100
variance_rel_sd,0.185,450,0.5888888888888889,265,219,0.4866666666666667,165,66,119,100
variance_rel_sd,0.19,450,0.5888888888888889,265,219,0.4866666666666667,165,66,119,100
variance_rel_sd,0.195,450,0.5888888888888889,265,219,0.4866666666666667,165,66,119,100
variance_rel_sd,0.2,450,0.5866666666666667,264,218,0.48444444444444446,165,67,119,99
variance_rel_sd,0.20500000000000002,450,0.5866666666666667,264,218,0.48444444444444446,165,67,119,99
variance_rel_sd,0.21,450,0.5866666666666667,264,218,0.48444444444444446,165,67,119,99
variance_rel_sd,0.215,450,0.5888888888888889,265,217,0.4822222222222222,166,67,118,99
variance_rel_sd,0.22,450,0.5888888888888889,265,217,0.4822222222222222,166,67,118,99
variance_rel_sd,0.225,450,0.5888888888888889,265,217,0.4822222222222222,166,67,118,99
variance_rel_sd,0.23,450,0.5888888888888889,265,217,0.4822222222222222,166,67,118,99
variance_rel_sd,0.23500000000000001,450,0.5888888888888889,265,217,0.4822222222222222,166,67,118,99
variance_rel_sd,0.24,450,0.5888888888888889,265,217,0.4822222222222222,166,67,118,99
variance_rel_sd,0.245,450,0.5888888888888889,265,217,0.4822222222222222,166,67,118,99
variance_rel_sd,0.25,450,0.5844444444444444,263,215,0.4777777777777778,166,69,118,97
variance_rel_sd,0.255,450,0.5844444444444444,263,215,0.4777777777777778,166,69,118,97
variance_rel_sd,0.26,450,0.5866666666666667,264,214,0.47555555555555556,167,69,117,97
variance_rel_sd,0.265,450,0.5866666666666667,264,214,0.47555555555555556,167,69,117,97
variance_rel_sd,0.27,450,0.5866666666666667,264,214,0.47555555555555556,167,69,117,97
variance_rel_sd,0.275,450,0.5866666666666667,264,214,0.47555555555555556,167,69,117,97
variance_rel_sd,0.28,450,0.5866666666666667,264,214,0.47555555555555556,167,69,117,97
variance_rel_sd,0.28500000000000003,450,0.5822222222222222,262,212,0.4711111111111111,167,71,117,95
variance_rel_sd,0.29,450,0.5822222222222222,262,212,0.4711111111111111,167,71,117,95
variance_rel_sd,0.295,450,0.5822222222222222,262,212,0.4711111111111111,167,71,117,95
variance_rel_sd,0.3,450,0.5822222222222222,262,212,0.4711111111111111,167,71,117,95
