vtrace1;I f(x+y);I f(x-y);I f(x);I f(y)
vtrace1;0.9997022637467864;0.3259654929373032;0.9757847041575837;0.9881411046795515
vtrace1;0.0011042787912691901;0.21311383046955015;0.017008996577006268;0.060052751227616774
vtrace1;0.9455245657883613;0.9991740070175349;0.9931459913071498;0.10697169940513888
vtrace1;0.9995943046997426;0.8864841843085979;0.9928425033410814;0.9467022564437721
vtrace1;0.9124233346750079;0.008494579216827704;0.23003681210152058;0.9721233380340712
vtrace1;0.9052044880816928;0.0007723219612612024;0.07911382441064309;0.9910834321325868
vtrace1;0.989926824364774;0.06291040945892505;0.7197746107550472;0.9745289355583101
vtrace1;0.3862331502110373;0.00010246017763598594;0.007966165886338264;0.9874000194532982
vtrace1;0.08017262114824998;0.0047758713553319974;0.020041644620770453;0.8099513035162023
vtrace1;0.9950298292131641;0.7756508663392028;0.9633819536372384;0.8838504962357263
vtrace1;0.25117936826960674;0.9961408993161229;0.902960542322809;0.03479410855327167
vtrace1;0.9817586540962442;0.0029458349649802104;0.28508443788785875;0.9926452995165973
vtrace1;0.013667721841135181;0.4950716942887181;0.10439337315398593;0.10625095543878343
vtrace1;0.4210363367673399;0.9996586352041524;0.9787900848770653;0.015514119490330408
